tempo,erro,velocidade
2.55,0.03,1489.06
2.57,0.03,1472.08
2.59,0.03,1472.37
2.61,0.03,1489.06
2.63,0.03,1487.85
2.65,0.03,1471.78
2.67,0.03,1487.85
2.69,0.03,1487.25
2.71,0.03,1487.85
2.73,0.03,1473.27
2.75,0.03,1473.57
2.77,0.03,1487.85
2.79,0.03,1487.25
2.81,0.03,1487.85
2.83,0.03,1472.37
2.85,0.03,1486.65
2.87,0.03,1487.85
2.89,0.03,1474.76
2.91,0.03,1487.55
2.93,0.03,1472.97
2.95,0.03,1487.85
2.96,0.03,1486.35
2.98,0.03,1474.16
3.0,0.03,1485.75
3.02,0.03,1489.06
3.04,0.03,1473.57
3.06,0.03,1486.35
3.08,0.03,1474.16
3.1,0.03,1486.95
3.12,0.03,1487.85
3.14,0.03,1472.67
3.16,0.03,1487.85
3.18,0.03,1488.46
3.2,0.03,1486.95
3.22,0.03,1473.87
3.24,0.03,1486.35
3.26,0.03,1487.85
3.28,0.03,1473.27
3.3,0.03,1487.25
3.32,0.03,1472.97
3.34,0.03,1489.06
3.36,0.03,1487.85
3.38,0.03,1471.78
3.4,0.03,1473.27
3.42,0.03,1487.25
3.44,0.03,1487.25
3.46,0.03,1474.16
3.48,0.03,1486.35
3.5,0.03,1487.85
3.52,0.03,1486.65
3.54,0.03,1475.36
3.56,0.03,1487.85
3.58,0.03,1472.67
3.6,0.03,1487.85
3.62,0.03,1486.95
3.64,0.03,1473.57
3.66,0.03,1487.25
3.68,0.03,1488.46
3.7,0.03,1486.35
3.72,0.03,1474.16
3.74,0.03,1487.85
3.76,0.03,1487.85
3.78,0.03,1486.95
3.79,0.03,1472.67
3.81,0.03,1488.76
3.83,0.03,1486.95
3.85,0.03,1488.16
3.87,0.03,1486.95
3.89,0.03,1473.27
3.91,0.03,1487.85
3.93,0.03,1488.76
3.95,0.03,1485.75
3.97,0.03,1488.46
3.99,0.03,1487.55
4.01,0.03,1488.16
4.03,0.03,1474.16
4.05,0.03,1486.65
4.07,0.03,1489.06
4.09,0.03,1487.85
4.11,0.03,1485.75
4.13,0.03,1473.87
4.15,0.02,1502.43
4.17,0.03,1487.85
4.19,0.03,1474.16
4.21,0.03,1486.95
4.23,0.03,1487.85
4.25,0.03,1487.85
4.27,0.03,1488.46
4.29,0.03,1472.97
4.31,0.03,1487.85
4.33,0.03,1486.95
4.35,0.03,1487.85
4.37,0.03,1487.25
4.39,0.03,1487.85
4.41,0.03,1488.46
4.43,0.03,1486.65
4.45,0.03,1474.16
4.47,0.03,1487.55
4.49,0.03,1488.46
4.51,0.03,1486.65
4.53,0.03,1474.16
4.55,0.03,1486.95
4.56,0.03,1488.76
4.59,0.03,1486.35
4.6,0.03,1473.27
4.62,0.03,1488.76
4.64,0.03,1486.95
4.66,0.03,1488.76
4.68,0.03,1486.35
4.7,0.03,1473.27
4.72,0.02,1503.04
4.74,0.03,1473.57
4.76,0.03,1486.65
4.78,0.03,1487.25
4.8,0.03,1488.16
4.82,0.03,1489.06
4.84,0.03,1472.37
4.86,0.03,1486.35
4.88,0.03,1488.76
4.9,0.03,1486.95
4.92,0.03,1474.76
4.94,0.03,1486.95
4.96,0.03,1487.85
4.98,0.03,1487.55
5.0,0.03,1473.87
5.02,0.03,1486.35
5.04,0.03,1487.85
5.06,0.03,1488.46
5.08,0.03,1472.67
5.1,0.03,1487.25
5.12,0.03,1486.65
5.14,0.03,1489.66
5.16,0.03,1472.67
5.18,0.03,1488.76
5.2,0.03,1486.95
5.22,0.02,1502.43
5.24,0.03,1473.27
5.26,0.03,1488.76
5.28,0.03,1486.95
5.3,0.03,1488.76
5.32,0.03,1486.65
5.34,0.03,1472.97
5.36,0.03,1487.85
5.38,0.02,1503.04
5.4,0.03,1473.57
5.41,0.03,1486.35
5.43,0.03,1487.85
5.45,0.03,1487.85
5.47,0.03,1473.27
5.49,0.03,1487.85
5.51,0.03,1487.25
5.53,0.03,1488.16
5.55,0.03,1488.76
5.57,0.03,1472.08
5.59,0.03,1487.25
5.61,0.03,1487.85
5.63,0.03,1488.46
5.65,0.03,1472.67
5.67,0.03,1487.25
5.69,0.03,1487.85
5.71,0.03,1488.46
5.73,0.03,1472.67
5.75,0.03,1487.25
5.77,0.03,1488.46
5.79,0.03,1487.85
5.81,0.03,1473.57
5.83,0.03,1486.95
5.85,0.03,1487.55
5.87,0.03,1487.55
5.89,0.03,1474.16
5.91,0.03,1486.35
5.93,0.03,1473.27
5.95,0.03,1487.85
5.97,0.03,1487.85
5.99,0.03,1472.67
6.01,0.03,1488.76
6.03,0.03,1487.85
6.05,0.03,1486.05
6.07,0.03,1474.46
6.09,0.03,1487.85
6.11,0.02,1502.12
6.13,0.03,1473.57
6.15,0.03,1471.78
6.17,0.03,1488.76
6.19,0.03,1487.85
6.21,0.03,1485.75
6.22,0.03,1474.46
6.25,0.03,1486.65
6.26,0.03,1487.85
6.28,0.03,1474.16
6.3,0.03,1471.78
6.32,0.03,1488.76
6.34,0.03,1487.85
6.36,0.03,1486.35
6.38,0.03,1472.97
6.4,0.03,1487.55
6.42,0.03,1487.85
6.44,0.03,1473.27
6.46,0.03,1487.25
6.48,0.03,1474.16
6.5,0.03,1487.85
6.52,0.03,1486.35
6.54,0.03,1473.27
6.56,0.03,1473.57
6.58,0.03,1486.65
6.6,0.03,1472.97
6.62,0.03,1487.85
6.64,0.03,1472.08
6.66,0.03,1473.27
6.68,0.03,1487.85
6.7,0.03,1472.97
6.72,0.03,1471.78
6.74,0.03,1473.27
6.76,0.03,1488.46
6.78,0.03,1471.48
6.8,0.03,1472.67
6.82,0.03,1473.27
6.84,0.03,1472.67
6.86,0.03,1487.25
6.88,0.03,1473.57
6.9,0.03,1471.48
6.92,0.03,1473.57
6.94,0.03,1487.25
6.96,0.03,1474.16
6.98,0.03,1470.89
7.0,0.03,1473.57
7.01,0.03,1487.25
7.03,0.03,1472.67
7.05,0.03,1473.27
7.07,0.03,1487.25
7.09,0.03,1473.27
7.11,0.03,1472.37
7.13,0.03,1473.87
7.15,0.03,1486.95
7.17,0.03,1487.85
7.19,0.03,1472.97
7.21,0.03,1472.08
7.23,0.03,1488.16
7.25,0.03,1473.57
7.27,0.03,1472.67
7.29,0.03,1487.85
7.31,0.03,1472.67
7.33,0.03,1487.85
7.35,0.03,1472.67
7.37,0.03,1486.35
7.39,0.03,1474.16
7.41,0.03,1487.25
7.43,0.03,1473.27
7.45,0.03,1485.75
7.47,0.03,1474.76
7.49,0.03,1486.95
7.51,0.03,1473.57
7.53,0.03,1486.35
7.55,0.03,1474.16
7.57,0.03,1487.85
7.59,0.03,1486.35
7.61,0.03,1473.27
7.63,0.03,1472.67
7.65,0.03,1487.55
7.67,0.03,1487.55
7.69,0.03,1473.27
7.71,0.03,1487.25
7.73,0.03,1487.25
7.75,0.03,1473.87
7.77,0.03,1473.57
7.79,0.03,1486.35
7.8,0.03,1487.25
7.82,0.03,1473.87
7.84,0.03,1487.55
7.86,0.03,1472.37
7.88,0.03,1473.27
7.91,0.03,1487.85
7.92,0.03,1472.67
7.94,0.03,1472.67
7.96,0.03,1472.67
7.98,0.03,1487.85
8.0,0.03,1472.67
8.02,0.03,1472.67
8.04,0.03,1473.57
8.06,0.03,1486.05
8.08,0.03,1473.27
8.1,0.03,1472.97
8.12,0.03,1472.67
8.14,0.03,1488.46
8.16,0.03,1472.97
8.18,0.03,1471.78
8.2,0.03,1487.85
8.22,0.03,1487.25
8.24,0.03,1473.27
8.26,0.03,1473.27
8.28,0.03,1472.08
8.3,0.03,1488.76
8.32,0.03,1471.78
8.34,0.03,1472.67
8.36,0.03,1486.95
8.38,0.03,1473.27
8.4,0.03,1487.55
8.42,0.03,1472.67
8.44,0.03,1474.16
8.46,0.03,1486.95
8.48,0.03,1473.57
8.5,0.03,1472.67
8.52,0.03,1486.35
8.54,0.03,1473.27
8.56,0.03,1487.85
8.58,0.03,1472.37
8.6,0.03,1473.87
8.61,0.03,1486.95
8.64,0.03,1472.67
8.65,0.03,1472.67
8.68,0.03,1487.25
8.69,0.03,1474.16
8.72,0.03,1486.95
8.73,0.03,1472.67
8.75,0.03,1472.67
8.77,0.03,1472.67
8.79,0.03,1488.16
8.81,0.03,1473.27
8.83,0.03,1472.67
8.85,0.03,1486.35
8.87,0.03,1474.16
8.89,0.03,1471.78
8.91,0.03,1486.05
8.93,0.03,1474.46
8.95,0.03,1488.76
8.97,0.03,1471.78
8.99,0.03,1472.67
9.01,0.03,1472.67
9.03,0.03,1488.46
9.05,0.03,1472.08
9.07,0.03,1472.67
9.09,0.03,1487.25
9.11,0.03,1487.25
9.13,0.03,1473.87
9.15,0.03,1472.97
9.17,0.03,1472.37
9.19,0.03,1488.76
9.21,0.03,1486.65
9.23,0.03,1472.97
9.25,0.03,1473.57
9.27,0.03,1487.85
9.29,0.03,1486.35
9.31,0.03,1473.27
9.33,0.03,1473.57
9.35,0.03,1486.95
9.37,0.03,1472.67
9.39,0.03,1472.67
9.41,0.03,1488.46
9.43,0.03,1472.08
9.45,0.03,1472.67
9.47,0.03,1472.67
9.48,0.03,1472.67
9.51,0.03,1487.25
9.52,0.03,1474.16
9.54,0.03,1472.67
9.56,0.03,1471.78
9.58,0.03,1473.57
9.6,0.03,1486.35
9.62,0.03,1472.67
9.64,0.04,1457.78
9.66,0.03,1488.46
9.68,0.03,1472.37
9.7,0.03,1472.67
9.72,0.03,1472.08
9.74,0.03,1472.67
9.76,0.03,1474.16
9.78,0.03,1472.37
9.8,0.03,1470.89
9.82,0.03,1473.27
