tempo,RPM
3.349,1380.0
3.359,1380.0
3.369,1380.0
3.379,1350.0
3.389,1380.0
3.399,1410.0
3.409,1380.0
3.419,1350.0
3.429,1380.0
3.439,1380.0
3.449,1380.0
3.459,1350.0
3.469,1380.0
3.479,1410.0
3.489,1380.0
3.5,1380.0
3.509,1350.0
3.519,1380.0
3.529,1380.0
3.539,1380.0
3.549,1380.0
3.559,1380.0
3.569,1380.0
3.579,1380.0
3.589,1380.0
3.599,1380.0
3.609,1380.0
3.619,1380.0
3.629,1380.0
3.639,1380.0
3.649,1380.0
3.659,1380.0
3.67,1380.0
3.679,1380.0
3.689,1380.0
3.699,1380.0
3.709,1380.0
3.719,1350.0
3.729,1410.0
3.739,1380.0
3.749,1410.0
3.759,1380.0
3.769,1350.0
3.779,1380.0
3.789,1380.0
3.799,1380.0
3.809,1380.0
3.819,1410.0
3.829,1380.0
3.84,1380.0
3.849,1380.0
3.859,1380.0
3.869,1380.0
3.879,1380.0
3.889,1380.0
3.899,1380.0
3.909,1380.0
3.919,1410.0
3.929,1380.0
3.939,1380.0
3.949,1380.0
3.959,1350.0
3.969,1410.0
3.979,1380.0
3.989,1380.0
3.999,1380.0
4.009,1380.0
4.019,1410.0
4.029,1380.0
4.039,1380.0
4.049,1350.0
4.059,1410.0
4.069,1380.0
4.079,1380.0
4.089,1410.0
4.099,1380.0
4.109,1380.0
4.119,1380.0
4.129,1380.0
4.14,1380.0
4.149,1380.0
4.159,1380.0
4.169,1410.0
4.179,1380.0
4.189,1410.0
4.199,1380.0
4.209,1350.0
4.219,1380.0
4.229,1410.0
4.239,1380.0
4.249,1380.0
4.259,1380.0
4.529,1410.0
4.539,1380.0
4.549,1350.0
4.559,1380.0
4.569,1410.0
4.579,1380.0
4.589,1380.0
4.599,1410.0
4.609,1410.0
4.619,1380.0
4.629,1380.0
4.639,1380.0
4.649,1380.0
4.659,1380.0
4.669,1410.0
4.679,1380.0
4.689,1410.0
4.699,1410.0
4.709,1380.0
4.719,1350.0
4.729,1380.0
4.739,1410.0
4.749,1410.0
4.759,1380.0
4.769,1380.0
4.78,1410.0
4.789,1380.0
4.799,1410.0
4.809,1380.0
4.819,1380.0
4.829,1380.0
4.839,1380.0
4.849,1410.0
4.859,1380.0
4.869,1410.0
4.879,1380.0
4.889,1410.0
4.899,1380.0
4.909,1380.0
4.919,1380.0
4.929,1410.0
4.939,1380.0
4.95,1410.0
4.959,1380.0
4.969,1410.0
4.979,1380.0
4.989,1380.0
4.999,1410.0
5.009,1380.0
5.019,1380.0
5.029,1380.0
5.039,1410.0
5.049,1410.0
5.059,1380.0
5.069,1380.0
5.079,1410.0
5.089,1380.0
5.099,1380.0
5.109,1380.0
5.12,1410.0
5.129,1410.0
5.139,1410.0
5.149,1380.0
5.159,1380.0
5.169,1380.0
5.179,1380.0
5.189,1380.0
5.199,1410.0
5.209,1410.0
5.219,1410.0
5.229,1380.0
5.239,1380.0
5.249,1380.0
5.259,1380.0
5.269,1410.0
5.279,1380.0
5.289,1410.0
5.299,1380.0
5.309,1410.0
5.319,1410.0
5.329,1380.0
5.339,1380.0
5.349,1380.0
5.359,1380.0
5.369,1410.0
5.379,1410.0
5.389,1410.0
5.399,1380.0
5.409,1380.0
5.42,1380.0
5.429,1410.0
5.439,1380.0
5.449,1380.0
5.459,1410.0
5.469,1410.0
5.479,1410.0
5.489,1380.0
5.499,1380.0
5.509,1380.0
5.519,1410.0
5.529,1380.0
5.539,1410.0
5.549,1380.0
5.559,1410.0
5.569,1410.0
5.579,1380.0
5.59,1380.0
5.599,1410.0
5.609,1380.0
5.619,1380.0
5.629,1410.0
5.639,1410.0
5.649,1410.0
5.659,1380.0
5.669,1380.0
5.679,1380.0
5.689,1410.0
5.699,1410.0
5.709,1380.0
5.719,1380.0
5.729,1410.0
5.739,1410.0
5.749,1380.0
5.76,1380.0
5.769,1410.0
5.779,1380.0
5.789,1410.0
5.799,1380.0
5.809,1410.0
5.819,1410.0
5.829,1380.0
5.839,1380.0
5.849,1410.0
5.859,1410.0
5.869,1380.0
5.879,1380.0
5.889,1380.0
5.899,1410.0
5.909,1410.0
5.919,1410.0
5.929,1380.0
5.939,1380.0
5.949,1410.0
5.959,1380.0
5.969,1380.0
5.979,1410.0
5.989,1410.0
5.999,1410.0
6.009,1380.0
6.019,1380.0
6.029,1380.0
6.039,1410.0
6.049,1410.0
6.06,1380.0
6.069,1380.0
6.079,1410.0
6.089,1410.0
6.099,1410.0
6.109,1380.0
6.119,1380.0
6.129,1380.0
6.139,1410.0
6.149,1410.0
6.159,1380.0
6.169,1410.0
6.179,1410.0
6.189,1380.0
6.199,1380.0
6.209,1410.0
6.219,1410.0
6.23,1380.0
6.239,1410.0
6.249,1380.0
6.259,1410.0
6.269,1410.0
6.279,1380.0
6.289,1380.0
6.299,1410.0
6.309,1380.0
6.319,1410.0
6.329,1380.0
6.339,1410.0
6.349,1410.0
6.359,1410.0
6.369,1380.0
6.379,1380.0
6.389,1380.0
6.4,1410.0
6.409,1380.0
6.419,1410.0
6.429,1440.0
6.439,1380.0
6.449,1380.0
6.459,1380.0
6.469,1410.0
6.479,1380.0
6.489,1410.0
6.499,1380.0
6.509,1410.0
6.519,1410.0
6.789,1380.0
6.799,1380.0
6.809,1410.0
6.819,1410.0
6.829,1380.0
6.839,1380.0
6.849,1410.0
6.859,1410.0
6.87,1410.0
6.879,1410.0
6.889,1380.0
6.899,1380.0
6.909,1380.0
6.919,1410.0
6.929,1410.0
6.939,1410.0
6.949,1410.0
6.959,1380.0
6.969,1380.0
6.979,1380.0
6.989,1410.0
6.999,1410.0
7.009,1410.0
7.019,1410.0
7.029,1380.0
7.04,1410.0
7.049,1380.0
7.059,1410.0
7.069,1380.0
7.079,1410.0
7.089,1380.0
7.099,1410.0
7.109,1410.0
7.119,1380.0
7.129,1410.0
7.139,1380.0
7.149,1410.0
7.159,1380.0
7.169,1410.0
7.179,1410.0
7.189,1380.0
7.199,1410.0
7.209,1410.0
7.219,1380.0
7.229,1380.0
7.239,1410.0
7.249,1410.0
7.259,1380.0
7.269,1410.0
7.279,1380.0
7.289,1410.0
7.299,1410.0
7.309,1410.0
7.319,1380.0
7.329,1410.0
7.34,1380.0
7.349,1410.0
7.359,1380.0
7.369,1410.0
7.379,1410.0
7.389,1410.0
7.399,1380.0
7.409,1380.0
7.419,1410.0
7.429,1410.0
7.439,1380.0
7.449,1410.0
7.459,1410.0
7.469,1410.0
7.479,1380.0
7.489,1380.0
7.499,1410.0
7.51,1380.0
7.519,1410.0
7.529,1410.0
7.539,1410.0
7.549,1410.0
7.559,1380.0
7.569,1380.0
7.579,1410.0
7.589,1410.0
7.599,1380.0
7.609,1380.0
7.619,1410.0
7.629,1440.0
7.639,1380.0
7.649,1380.0
7.659,1410.0
7.669,1380.0
7.68,1410.0
7.689,1410.0
7.699,1380.0
7.709,1410.0
7.719,1380.0
7.729,1410.0
7.739,1410.0
7.749,1380.0
7.759,1410.0
7.769,1380.0
7.779,1380.0
7.789,1410.0
7.799,1440.0
7.809,1410.0
7.819,1380.0
7.829,1380.0
7.839,1380.0
7.849,1410.0
7.859,1410.0
7.869,1380.0
7.879,1410.0
7.889,1410.0
7.899,1410.0
7.909,1410.0
7.919,1380.0
7.929,1380.0
7.939,1410.0
7.949,1380.0
7.959,1410.0
7.969,1410.0
7.98,1410.0
7.989,1410.0
7.999,1380.0
8.009,1380.0
8.019,1410.0
8.029,1380.0
8.039,1410.0
8.049,1410.0
8.059,1410.0
8.069,1380.0
8.079,1410.0
8.089,1380.0
8.099,1410.0
8.109,1380.0
8.119,1410.0
8.129,1380.0
8.139,1410.0
8.15,1410.0
8.159,1410.0
8.169,1380.0
8.179,1380.0
8.189,1410.0
8.199,1410.0
8.209,1380.0
8.219,1410.0
8.229,1410.0
8.239,1410.0
8.249,1380.0
8.259,1380.0
8.269,1410.0
8.279,1380.0
8.289,1410.0
8.299,1410.0
8.309,1410.0
8.32,1380.0
8.329,1410.0
8.339,1410.0
8.349,1380.0
8.359,1410.0
8.369,1380.0
8.379,1410.0
8.389,1380.0
8.399,1410.0
8.409,1440.0
8.419,1380.0
8.429,1410.0
8.439,1380.0
8.449,1380.0
8.459,1410.0
8.469,1410.0
8.479,1380.0
8.489,1410.0
8.499,1410.0
8.509,1410.0
8.519,1410.0
8.529,1380.0
8.539,1380.0
8.549,1410.0
8.559,1410.0
8.569,1410.0
8.579,1380.0
8.589,1410.0
8.599,1410.0
8.609,1380.0
8.62,1410.0
8.629,1380.0
8.639,1410.0
8.649,1410.0
8.659,1410.0
8.669,1410.0
8.679,1380.0
8.689,1410.0
8.699,1380.0
8.709,1410.0
8.719,1380.0
8.729,1410.0
8.739,1410.0
8.749,1410.0
8.759,1380.0
8.769,1410.0
8.779,1380.0
9.049,1410.0
9.059,1410.0
9.069,1380.0
9.079,1410.0
9.089,1410.0
9.099,1410.0
9.109,1380.0
9.119,1410.0
9.129,1380.0
9.139,1410.0
9.149,1410.0
9.159,1380.0
9.169,1410.0
9.179,1410.0
9.189,1410.0
9.199,1380.0
9.209,1380.0
9.219,1410.0
9.229,1410.0
9.239,1410.0
9.249,1380.0
9.26,1410.0
9.269,1410.0
9.279,1410.0
9.289,1410.0
9.299,1380.0
9.309,1380.0
9.319,1410.0
9.329,1380.0
9.339,1410.0
9.349,1440.0
9.359,1380.0
9.369,1410.0
9.379,1380.0
9.389,1380.0
9.399,1410.0
9.409,1410.0
9.419,1410.0
9.43,1380.0
9.439,1410.0
9.449,1410.0
9.459,1410.0
9.469,1380.0
9.479,1380.0
9.489,1410.0
9.499,1410.0
9.509,1380.0
9.519,1410.0
9.529,1440.0
9.539,1380.0
9.549,1380.0
9.559,1410.0
9.569,1380.0
9.579,1380.0
9.589,1410.0
9.6,1410.0
9.609,1440.0
9.619,1380.0
9.629,1380.0
9.639,1410.0
9.649,1380.0
9.659,1410.0
9.669,1410.0
9.679,1380.0
9.689,1410.0
9.699,1410.0
9.709,1410.0
9.719,1380.0
9.729,1410.0
9.739,1410.0
9.749,1380.0
9.759,1380.0
9.769,1410.0
9.779,1440.0
9.789,1410.0
9.799,1380.0
9.809,1380.0
9.819,1410.0
9.829,1380.0
9.839,1410.0
9.849,1410.0
9.859,1410.0
9.869,1410.0
9.879,1380.0
9.889,1410.0
9.9,1380.0
9.909,1410.0
9.919,1410.0
9.929,1380.0
9.939,1410.0
9.949,1410.0
9.959,1410.0
9.969,1380.0
9.979,1410.0
9.989,1380.0
9.999,1410.0
10.009,1410.0
10.019,1380.0
10.029,1410.0
10.039,1410.0
10.049,1410.0
10.059,1410.0
10.07,1380.0
10.079,1380.0
10.089,1410.0
10.099,1380.0
10.109,1410.0
10.119,1440.0
10.129,1380.0
10.139,1410.0
10.149,1380.0
10.159,1380.0
10.169,1410.0
10.179,1410.0
10.189,1380.0
10.199,1410.0
10.209,1410.0
10.219,1410.0
10.229,1410.0
10.24,1380.0
10.249,1380.0
10.259,1410.0
10.269,1380.0
10.279,1410.0
10.289,1410.0
10.299,1410.0
10.309,1380.0
10.319,1410.0
10.329,1410.0
10.339,1380.0
10.349,1380.0
10.359,1410.0
10.369,1410.0
10.379,1410.0
10.389,1410.0
10.399,1410.0
10.409,1380.0
10.419,1380.0
10.429,1410.0
10.439,1380.0
10.449,1410.0
10.459,1410.0
10.469,1440.0
10.479,1380.0
10.489,1380.0
10.499,1410.0
10.509,1410.0
10.519,1380.0
10.529,1380.0
10.54,1410.0
10.549,1440.0
10.559,1410.0
10.569,1380.0
10.579,1380.0
10.589,1380.0
10.599,1410.0
10.609,1410.0
10.619,1410.0
10.629,1380.0
10.639,1410.0
10.649,1410.0
10.659,1410.0
10.669,1380.0
10.679,1380.0
10.689,1410.0
10.699,1380.0
10.71,1410.0
10.719,1410.0
10.729,1410.0
10.739,1410.0
10.749,1380.0
10.759,1410.0
10.769,1380.0
10.779,1410.0
10.789,1380.0
10.799,1410.0
10.809,1410.0
10.819,1410.0
10.829,1380.0
10.839,1410.0
10.849,1380.0
10.859,1410.0
10.869,1380.0
10.88,1410.0
10.889,1410.0
10.899,1410.0
10.909,1380.0
10.919,1410.0
10.929,1380.0
10.939,1410.0
10.949,1410.0
10.959,1380.0
10.969,1410.0
10.979,1410.0
10.989,1410.0
10.999,1380.0
11.009,1410.0
11.019,1380.0
11.029,1410.0
11.039,1380.0
11.319,1440.0
11.329,1410.0
11.339,1380.0
11.35,1380.0
11.359,1380.0
11.369,1410.0
11.379,1410.0
11.389,1410.0
11.399,1410.0
11.409,1380.0
11.419,1410.0
11.429,1410.0
11.439,1380.0
11.449,1410.0
11.459,1380.0
11.469,1410.0
11.479,1380.0
11.489,1410.0
11.499,1410.0
11.509,1410.0
11.52,1410.0
11.529,1380.0
11.539,1380.0
11.549,1410.0
11.559,1380.0
11.569,1410.0
11.579,1410.0
11.589,1440.0
11.599,1380.0
11.609,1380.0
11.619,1410.0
11.629,1380.0
11.639,1410.0
11.649,1380.0
11.659,1410.0
11.669,1440.0
11.679,1410.0
11.689,1380.0
11.699,1380.0
11.709,1410.0
11.719,1380.0
11.729,1410.0
11.739,1410.0
11.749,1410.0
11.759,1380.0
11.769,1410.0
11.779,1410.0
11.789,1380.0
11.799,1410.0
11.809,1410.0
11.82,1380.0
11.829,1410.0
11.839,1410.0
11.849,1410.0
11.859,1380.0
11.869,1410.0
11.879,1380.0
11.889,1410.0
11.899,1380.0
11.909,1410.0
11.919,1410.0
11.929,1440.0
11.939,1380.0
11.949,1380.0
11.959,1380.0
11.969,1410.0
11.979,1410.0
11.99,1410.0
11.999,1380.0
12.009,1410.0
12.019,1410.0
12.029,1410.0
12.039,1380.0
12.049,1410.0
12.059,1380.0
12.069,1410.0
12.079,1410.0
12.089,1380.0
12.099,1410.0
12.109,1410.0
12.119,1410.0
12.129,1380.0
12.139,1380.0
12.149,1410.0
12.16,1410.0
12.169,1380.0
12.179,1410.0
12.189,1440.0
12.199,1380.0
12.209,1380.0
12.219,1410.0
12.229,1410.0
12.239,1380.0
12.249,1410.0
12.259,1410.0
12.269,1410.0
12.279,1380.0
12.289,1410.0
12.299,1380.0
12.309,1410.0
12.319,1410.0
12.329,1380.0
12.339,1410.0
12.349,1410.0
12.359,1410.0
12.369,1380.0
12.379,1410.0
12.389,1380.0
12.399,1410.0
12.409,1380.0
12.419,1410.0
12.429,1410.0
12.439,1410.0
12.449,1410.0
12.46,1410.0
12.469,1380.0
12.479,1380.0
12.489,1410.0
12.499,1410.0
12.509,1380.0
12.519,1410.0
12.529,1440.0
12.539,1380.0
12.549,1380.0
12.559,1410.0
12.569,1410.0
12.579,1380.0
12.589,1380.0
12.599,1410.0
12.609,1440.0
12.619,1380.0
12.63,1410.0
12.639,1380.0
12.649,1410.0
12.659,1380.0
12.669,1410.0
12.679,1410.0
12.689,1410.0
12.699,1380.0
12.709,1410.0
12.719,1410.0
12.729,1380.0
12.739,1380.0
12.749,1410.0
12.759,1410.0
12.769,1410.0
12.779,1380.0
12.789,1410.0
12.8,1410.0
12.809,1410.0
12.819,1380.0
12.829,1410.0
12.839,1380.0
12.849,1380.0
12.859,1410.0
12.869,1440.0
12.879,1410.0
12.889,1380.0
12.899,1380.0
12.909,1380.0
12.919,1410.0
12.929,1410.0
12.939,1380.0
12.949,1410.0
12.959,1410.0
12.969,1410.0
12.979,1410.0
12.989,1380.0
12.999,1410.0
13.009,1380.0
13.019,1380.0
13.029,1410.0
13.039,1440.0
13.049,1410.0
13.059,1380.0
13.069,1380.0
13.079,1380.0
13.089,1410.0
13.1,1410.0
13.109,1410.0
13.119,1410.0
13.129,1380.0
13.139,1410.0
13.149,1410.0
13.159,1380.0
13.169,1410.0
13.179,1410.0
13.189,1380.0
13.199,1380.0
13.209,1410.0
13.219,1440.0
13.229,1410.0
13.239,1380.0
13.249,1380.0
13.259,1410.0
13.27,1380.0
13.279,1410.0
13.289,1410.0
13.299,1410.0
13.309,1410.0
13.599,1380.0
13.609,1410.0
13.619,1380.0
13.629,1410.0
13.639,1410.0
13.649,1380.0
13.659,1410.0
13.669,1410.0
13.679,1410.0
13.689,1380.0
13.699,1380.0
13.709,1410.0
13.719,1410.0
13.729,1410.0
13.74,1410.0
13.749,1380.0
13.759,1410.0
13.769,1410.0
13.779,1380.0
13.789,1380.0
13.799,1410.0
13.809,1410.0
13.819,1440.0
13.829,1380.0
13.839,1410.0
13.849,1380.0
13.859,1380.0
13.869,1410.0
13.879,1410.0
13.889,1410.0
13.899,1410.0
13.91,1410.0
13.919,1380.0
13.929,1380.0
13.939,1410.0
13.949,1410.0
13.959,1380.0
13.969,1380.0
13.979,1440.0
13.989,1410.0
13.999,1410.0
14.009,1380.0
14.019,1380.0
14.029,1380.0
14.039,1410.0
14.049,1410.0
14.059,1410.0
14.069,1410.0
14.08,1410.0
14.089,1380.0
14.099,1380.0
14.109,1410.0
14.119,1410.0
14.129,1410.0
14.139,1380.0
14.149,1380.0
14.159,1440.0
14.169,1410.0
14.179,1380.0
14.189,1380.0
14.199,1410.0
14.209,1410.0
14.219,1380.0
14.229,1410.0
14.239,1410.0
14.249,1410.0
14.259,1410.0
14.269,1380.0
14.279,1380.0
14.289,1410.0
14.299,1410.0
14.309,1380.0
14.319,1410.0
14.329,1410.0
14.339,1410.0
14.349,1410.0
14.359,1380.0
14.369,1410.0
14.38,1380.0
14.389,1380.0
14.399,1410.0
14.409,1440.0
14.419,1410.0
14.429,1380.0
14.439,1380.0
14.449,1410.0
14.459,1410.0
14.469,1380.0
14.479,1380.0
14.489,1410.0
14.499,1440.0
14.509,1410.0
14.519,1380.0
14.529,1380.0
14.539,1410.0
14.55,1380.0
14.559,1410.0
14.569,1410.0
14.579,1410.0
14.589,1410.0
14.599,1410.0
14.609,1380.0
14.619,1380.0
14.629,1410.0
14.639,1410.0
14.649,1380.0
14.659,1410.0
14.669,1410.0
14.679,1410.0
14.689,1410.0
14.699,1380.0
14.709,1380.0
14.72,1410.0
14.729,1410.0
14.739,1410.0
14.749,1380.0
14.759,1410.0
14.769,1410.0
14.779,1410.0
14.789,1380.0
14.799,1410.0
14.809,1380.0
14.819,1410.0
14.829,1410.0
14.839,1410.0
14.849,1380.0
14.859,1410.0
14.869,1410.0
14.879,1380.0
14.889,1410.0
14.899,1380.0
14.909,1410.0
14.919,1410.0
14.929,1410.0
14.939,1410.0
14.949,1380.0
14.959,1380.0
14.969,1410.0
14.979,1410.0
14.989,1380.0
14.999,1410.0
15.009,1380.0
15.02,1440.0
15.029,1410.0
15.039,1380.0
15.049,1380.0
15.059,1410.0
15.069,1380.0
15.079,1410.0
15.089,1410.0
15.099,1380.0
15.109,1440.0
15.119,1380.0
15.129,1410.0
15.139,1380.0
15.149,1410.0
15.159,1380.0
15.169,1410.0
15.179,1410.0
15.19,1410.0
15.199,1410.0
15.209,1380.0
15.219,1380.0
15.229,1410.0
15.239,1410.0
15.249,1410.0
15.259,1380.0
15.269,1410.0
15.279,1410.0
15.289,1410.0
15.299,1380.0
15.309,1410.0
15.319,1380.0
15.329,1410.0
15.339,1410.0
15.349,1380.0
15.36,1410.0
15.369,1410.0
15.379,1410.0
15.389,1380.0
15.399,1410.0
15.409,1380.0
15.419,1410.0
15.429,1410.0
15.439,1380.0
15.449,1410.0
15.459,1410.0
15.469,1410.0
15.479,1380.0
15.489,1410.0
15.499,1380.0
15.509,1410.0
15.519,1410.0
15.529,1380.0
15.539,1440.0
15.549,1380.0
15.559,1410.0
15.569,1380.0
15.579,1380.0
15.589,1410.0
15.879,1410.0
15.889,1380.0
15.899,1410.0
15.909,1410.0
15.919,1380.0
15.929,1410.0
15.939,1380.0
15.949,1410.0
15.959,1410.0
15.969,1440.0
15.979,1380.0
15.989,1380.0
16.0,1410.0
16.009,1410.0
16.019,1380.0
16.029,1380.0
16.039,1440.0
16.049,1410.0
16.059,1380.0
16.069,1410.0
16.079,1380.0
16.089,1410.0
16.099,1410.0
16.109,1380.0
16.119,1380.0
16.129,1440.0
16.139,1410.0
16.149,1410.0
16.159,1380.0
16.169,1380.0
16.179,1380.0
16.189,1410.0
16.199,1410.0
16.209,1410.0
16.219,1410.0
16.229,1410.0
16.239,1380.0
16.249,1410.0
16.259,1380.0
16.269,1380.0
16.279,1410.0
16.289,1410.0
16.3,1410.0
16.309,1410.0
16.319,1380.0
16.329,1410.0
16.339,1380.0
16.349,1410.0
16.359,1380.0
16.369,1410.0
16.379,1410.0
16.389,1410.0
16.399,1410.0
16.409,1380.0
16.419,1380.0
16.429,1410.0
16.439,1410.0
16.449,1410.0
16.459,1380.0
16.47,1380.0
16.479,1440.0
16.489,1410.0
16.499,1380.0
16.509,1410.0
16.519,1380.0
16.529,1410.0
16.539,1410.0
16.549,1380.0
16.559,1410.0
16.569,1410.0
16.579,1410.0
16.589,1410.0
16.599,1380.0
16.609,1380.0
16.619,1410.0
16.629,1410.0
16.64,1380.0
16.649,1410.0
16.659,1410.0
16.669,1410.0
16.679,1410.0
16.689,1380.0
16.699,1380.0
16.709,1410.0
16.719,1410.0
16.729,1410.0
16.739,1380.0
16.749,1410.0
16.759,1410.0
16.769,1380.0
16.779,1410.0
16.789,1410.0
16.799,1380.0
16.809,1410.0
16.819,1410.0
16.829,1410.0
16.839,1380.0
16.849,1410.0
16.859,1380.0
16.869,1410.0
16.879,1380.0
16.889,1410.0
16.899,1410.0
16.909,1410.0
16.919,1410.0
16.929,1380.0
16.94,1380.0
16.949,1410.0
16.959,1410.0
16.969,1380.0
16.979,1410.0
16.989,1410.0
16.999,1410.0
17.009,1410.0
17.019,1380.0
17.029,1380.0
17.039,1410.0
17.049,1410.0
17.059,1410.0
17.069,1380.0
17.079,1410.0
17.089,1410.0
17.099,1410.0
17.11,1380.0
17.119,1380.0
17.129,1410.0
17.139,1410.0
17.149,1380.0
17.159,1410.0
17.169,1410.0
17.179,1410.0
17.189,1410.0
17.199,1380.0
17.209,1380.0
17.219,1410.0
17.229,1410.0
17.239,1380.0
17.249,1410.0
17.259,1410.0
17.269,1410.0
17.28,1410.0
17.289,1380.0
17.299,1380.0
17.309,1410.0
17.319,1380.0
17.329,1410.0
17.339,1410.0
17.349,1440.0
17.359,1380.0
17.369,1380.0
17.379,1380.0
17.389,1410.0
17.399,1410.0
17.409,1410.0
