tempo,PWM,RPM
12.149,122.5,1380.0
12.16,106.899,1410.0
12.169,106.865,1410.0
12.179,106.831,1410.0
12.189,122.466,1380.0
12.199,106.865,1410.0
12.209,122.5,1380.0
12.219,106.899,1410.0
12.229,106.865,1410.0
12.239,122.5,1380.0
12.249,106.899,1410.0
12.259,106.865,1410.0
12.269,122.5,1380.0
12.279,106.899,1410.0
12.289,106.865,1410.0
12.299,122.5,1380.0
12.309,106.899,1410.0
12.319,122.534,1380.0
12.329,106.933,1410.0
12.339,106.899,1410.0
12.349,122.534,1380.0
12.359,106.933,1410.0
12.369,106.899,1410.0
12.379,122.534,1380.0
12.389,106.933,1410.0
12.399,122.568,1380.0
12.409,106.967,1410.0
12.419,106.933,1410.0
12.429,122.568,1380.0
12.439,106.967,1410.0
12.449,106.933,1410.0
12.46,122.568,1380.0
12.469,106.967,1410.0
12.479,106.933,1410.0
12.489,122.568,1380.0
12.499,106.967,1410.0
12.509,122.602,1380.0
12.519,107.001,1410.0
12.529,106.967,1410.0
12.539,122.602,1380.0
12.549,107.001,1410.0
12.559,106.967,1410.0
12.569,106.933,1410.0
12.579,122.568,1380.0
12.589,122.636,1380.0
12.599,107.035,1410.0
12.609,107.001,1410.0
12.619,106.967,1410.0
12.63,106.933,1410.0
12.639,122.568,1380.0
12.649,106.967,1410.0
12.659,122.602,1380.0
12.669,107.001,1410.0
12.679,106.967,1410.0
12.689,122.602,1380.0
12.699,107.001,1410.0
12.709,106.967,1410.0
12.719,106.933,1410.0
12.729,122.568,1380.0
12.739,106.967,1410.0
12.749,122.602,1380.0
12.759,107.001,1410.0
12.769,106.967,1410.0
12.779,122.602,1380.0
12.789,107.001,1410.0
12.8,106.967,1410.0
12.809,122.602,1380.0
12.819,107.001,1410.0
12.829,106.967,1410.0
12.839,106.933,1410.0
12.849,122.568,1380.0
12.859,122.636,1380.0
12.869,107.035,1410.0
12.879,107.001,1410.0
12.889,106.967,1410.0
12.899,122.602,1380.0
12.909,107.001,1410.0
12.919,122.636,1380.0
12.929,107.035,1410.0
12.939,122.67,1380.0
12.949,107.069,1410.0
12.959,107.035,1410.0
12.969,107.001,1410.0
12.979,122.636,1380.0
12.989,107.035,1410.0
12.999,107.001,1410.0
13.009,122.636,1380.0
13.019,107.035,1410.0
13.029,122.67,1380.0
13.039,107.069,1410.0
13.049,107.035,1410.0
13.059,107.001,1410.0
13.069,122.636,1380.0
13.079,107.035,1410.0
13.089,107.001,1410.0
13.1,122.636,1380.0
13.109,107.035,1410.0
13.119,122.67,1380.0
13.129,107.069,1410.0
13.139,107.035,1410.0
13.149,122.67,1380.0
13.159,107.069,1410.0
13.169,107.035,1410.0
13.179,107.001,1410.0
13.189,122.636,1380.0
13.199,107.035,1410.0
13.209,122.67,1380.0
13.219,107.069,1410.0
13.229,107.035,1410.0
13.239,107.001,1410.0
13.249,122.636,1380.0
13.259,107.035,1410.0
13.27,122.67,1380.0
13.279,107.069,1410.0
13.289,107.035,1410.0
13.299,122.67,1380.0
13.309,107.069,1410.0
13.599,107.035,1410.0
13.609,122.67,1380.0
13.619,107.069,1410.0
13.629,107.035,1410.0
13.639,122.67,1380.0
13.649,107.069,1410.0
13.659,107.035,1410.0
13.669,107.001,1410.0
13.679,122.637,1380.0
13.689,122.705,1380.0
13.699,107.104,1410.0
13.709,107.07,1410.0
13.719,107.036,1410.0
13.729,107.002,1410.0
13.74,122.637,1380.0
13.749,107.036,1410.0
13.759,107.002,1410.0
13.769,122.637,1380.0
13.779,122.705,1380.0
13.789,107.104,1410.0
13.799,91.401,1440.0
13.809,122.603,1380.0
13.819,122.671,1380.0
13.829,107.07,1410.0
13.839,107.036,1410.0
13.849,107.002,1410.0
13.859,122.637,1380.0
13.869,122.705,1380.0
13.879,107.104,1410.0
13.889,107.07,1410.0
13.899,107.036,1410.0
13.91,107.002,1410.0
13.919,122.637,1380.0
13.929,107.036,1410.0
13.939,107.002,1410.0
13.949,122.637,1380.0
13.959,122.705,1380.0
13.969,107.104,1410.0
13.979,107.07,1410.0
13.989,107.036,1410.0
13.999,122.671,1380.0
14.009,107.07,1410.0
14.019,107.036,1410.0
14.029,122.671,1380.0
14.039,107.07,1410.0
14.049,107.036,1410.0
14.059,122.671,1380.0
14.069,107.07,1410.0
14.08,107.036,1410.0
14.089,122.671,1380.0
14.099,107.07,1410.0
14.109,122.705,1380.0
14.119,107.104,1410.0
14.129,107.07,1410.0
14.139,107.036,1410.0
14.149,122.671,1380.0
14.159,107.07,1410.0
14.169,122.705,1380.0
14.179,107.104,1410.0
14.189,107.07,1410.0
14.199,122.705,1380.0
14.209,107.104,1410.0
14.219,107.07,1410.0
14.229,122.705,1380.0
14.239,107.104,1410.0
14.249,107.07,1410.0
14.259,122.705,1380.0
14.269,107.104,1410.0
14.279,107.07,1410.0
14.289,122.705,1380.0
14.299,122.773,1380.0
14.309,107.172,1410.0
14.319,107.138,1410.0
14.329,107.104,1410.0
14.339,107.07,1410.0
14.349,122.705,1380.0
14.359,107.104,1410.0
14.369,122.739,1380.0
14.38,107.138,1410.0
14.389,107.104,1410.0
14.399,122.739,1380.0
14.409,107.138,1410.0
14.419,107.104,1410.0
14.429,122.739,1380.0
14.439,107.138,1410.0
14.449,107.104,1410.0
14.459,107.07,1410.0
14.469,122.705,1380.0
14.479,107.104,1410.0
14.489,107.07,1410.0
14.499,122.705,1380.0
14.509,107.104,1410.0
14.519,107.07,1410.0
14.529,122.705,1380.0
14.539,107.104,1410.0
14.55,107.07,1410.0
14.559,122.705,1380.0
14.569,107.104,1410.0
14.579,107.07,1410.0
14.589,107.036,1410.0
14.599,122.671,1380.0
14.609,107.07,1410.0
14.619,107.036,1410.0
14.629,107.002,1410.0
14.639,122.637,1380.0
14.649,107.036,1410.0
14.659,107.002,1410.0
14.669,122.637,1380.0
14.679,107.036,1410.0
14.689,107.002,1410.0
14.699,122.637,1380.0
14.709,107.036,1410.0
14.72,107.002,1410.0
14.729,122.637,1380.0
14.739,107.036,1410.0
14.749,107.002,1410.0
14.759,106.968,1410.0
14.769,122.603,1380.0
14.779,107.002,1410.0
14.789,106.968,1410.0
14.799,122.603,1380.0
14.809,107.002,1410.0
14.819,106.968,1410.0
14.829,106.934,1410.0
14.839,122.569,1380.0
14.849,106.968,1410.0
14.859,122.603,1380.0
14.869,107.002,1410.0
14.879,106.968,1410.0
14.889,106.934,1410.0
14.899,122.569,1380.0
14.909,122.637,1380.0
14.919,91.367,1440.0
14.929,122.569,1380.0
14.939,106.968,1410.0
14.949,106.934,1410.0
14.959,122.569,1380.0
14.969,106.968,1410.0
14.979,122.603,1380.0
14.989,107.002,1410.0
14.999,122.637,1380.0
15.009,107.036,1410.0
15.02,107.002,1410.0
15.029,106.968,1410.0
15.039,106.934,1410.0
15.049,122.569,1380.0
15.059,122.637,1380.0
15.069,107.036,1410.0
15.079,107.002,1410.0
15.089,122.637,1380.0
15.099,107.036,1410.0
15.109,107.002,1410.0
15.119,106.968,1410.0
15.129,106.934,1410.0
15.139,122.569,1380.0
15.149,122.637,1380.0
15.159,107.036,1410.0
15.169,107.002,1410.0
15.179,106.968,1410.0
15.19,122.603,1380.0
15.199,107.002,1410.0
15.209,106.968,1410.0
15.219,106.934,1410.0
15.229,122.569,1380.0
15.239,122.637,1380.0
15.249,107.036,1410.0
15.259,107.002,1410.0
15.269,106.968,1410.0
15.279,106.934,1410.0
15.289,106.9,1410.0
15.299,122.535,1380.0
15.309,122.603,1380.0
15.319,107.002,1410.0
15.329,106.968,1410.0
15.339,122.603,1380.0
15.349,107.002,1410.0
15.36,106.968,1410.0
15.369,106.934,1410.0
15.379,122.569,1380.0
15.389,106.968,1410.0
15.399,106.934,1410.0
15.409,122.569,1380.0
15.419,106.968,1410.0
15.429,122.603,1380.0
15.439,107.002,1410.0
15.449,106.968,1410.0
15.459,106.934,1410.0
15.469,106.9,1410.0
15.479,122.535,1380.0
15.489,122.603,1380.0
15.499,107.002,1410.0
15.509,106.968,1410.0
15.519,106.934,1410.0
15.529,122.569,1380.0
15.539,106.968,1410.0
15.549,106.934,1410.0
15.559,122.569,1380.0
15.569,106.968,1410.0
15.579,106.934,1410.0
15.589,122.569,1380.0
15.879,106.968,1410.0
15.889,106.934,1410.0
15.899,122.569,1380.0
15.909,122.637,1380.0
15.919,107.036,1410.0
15.929,107.002,1410.0
15.939,106.968,1410.0
15.949,106.934,1410.0
15.959,122.569,1380.0
15.969,106.968,1410.0
15.979,122.603,1380.0
15.989,107.002,1410.0
16.0,122.637,1380.0
16.009,107.036,1410.0
16.019,107.002,1410.0
16.029,106.968,1410.0
16.039,122.603,1380.0
16.049,107.002,1410.0
16.059,106.968,1410.0
16.069,122.603,1380.0
16.079,122.671,1380.0
16.089,107.07,1410.0
16.099,107.036,1410.0
16.109,107.002,1410.0
16.119,106.968,1410.0
16.129,106.934,1410.0
16.139,122.569,1380.0
16.149,122.637,1380.0
16.159,107.036,1410.0
16.169,107.002,1410.0
16.179,106.968,1410.0
16.189,106.934,1410.0
16.199,122.569,1380.0
16.209,122.637,1380.0
16.219,107.036,1410.0
16.229,107.002,1410.0
16.239,106.968,1410.0
16.249,106.934,1410.0
16.259,122.569,1380.0
16.269,106.968,1410.0
16.279,122.603,1380.0
16.289,107.002,1410.0
16.3,106.968,1410.0
16.309,106.934,1410.0
16.319,122.569,1380.0
16.329,122.637,1380.0
16.339,107.036,1410.0
16.349,107.002,1410.0
16.359,106.968,1410.0
16.369,106.934,1410.0
16.379,122.569,1380.0
16.389,122.637,1380.0
16.399,107.036,1410.0
16.409,107.002,1410.0
16.419,122.637,1380.0
16.429,107.036,1410.0
16.439,107.002,1410.0
16.449,122.637,1380.0
16.459,107.036,1410.0
16.47,107.002,1410.0
16.479,106.968,1410.0
16.489,122.603,1380.0
16.499,107.002,1410.0
16.509,122.637,1380.0
16.519,107.036,1410.0
16.529,122.671,1380.0
16.539,107.07,1410.0
16.549,107.036,1410.0
16.559,107.002,1410.0
16.569,106.968,1410.0
16.579,106.934,1410.0
16.589,122.569,1380.0
16.599,122.637,1380.0
16.609,107.036,1410.0
16.619,107.002,1410.0
16.629,106.968,1410.0
16.64,106.934,1410.0
16.649,122.569,1380.0
16.659,106.968,1410.0
16.669,122.603,1380.0
16.679,107.002,1410.0
16.689,106.968,1410.0
16.699,122.603,1380.0
16.709,107.002,1410.0
16.719,106.968,1410.0
16.729,106.934,1410.0
16.739,122.569,1380.0
16.749,106.968,1410.0
16.759,122.603,1380.0
16.769,107.002,1410.0
16.779,106.968,1410.0
16.789,106.934,1410.0
16.799,122.569,1380.0
16.809,106.968,1410.0
16.819,106.934,1410.0
16.829,122.569,1380.0
16.839,106.968,1410.0
16.849,106.934,1410.0
16.859,122.569,1380.0
16.869,106.968,1410.0
16.879,106.934,1410.0
16.889,122.569,1380.0
16.899,106.968,1410.0
16.909,106.934,1410.0
16.919,122.569,1380.0
16.929,106.968,1410.0
16.94,106.934,1410.0
16.949,122.569,1380.0
16.959,106.968,1410.0
16.969,106.934,1410.0
16.979,122.569,1380.0
16.989,106.968,1410.0
16.999,106.934,1410.0
17.009,106.9,1410.0
17.019,122.535,1380.0
17.029,122.603,1380.0
17.039,107.002,1410.0
17.049,91.299,1440.0
17.059,122.501,1380.0
17.069,106.9,1410.0
17.079,122.535,1380.0
17.089,106.934,1410.0
17.099,106.9,1410.0
17.11,106.866,1410.0
17.119,122.501,1380.0
17.129,106.9,1410.0
17.139,106.866,1410.0
17.149,122.501,1380.0
17.159,106.9,1410.0
17.169,106.866,1410.0
17.179,122.501,1380.0
17.189,106.9,1410.0
17.199,122.535,1380.0
17.209,106.934,1410.0
17.219,106.9,1410.0
17.229,106.866,1410.0
17.239,122.501,1380.0
17.249,106.9,1410.0
17.259,106.866,1410.0
17.269,122.501,1380.0
17.28,106.9,1410.0
17.289,122.535,1380.0
17.299,106.934,1410.0
17.309,106.9,1410.0
17.319,106.866,1410.0
17.329,122.501,1380.0
17.339,106.9,1410.0
17.349,106.866,1410.0
17.359,122.501,1380.0
17.369,122.569,1380.0
17.379,106.968,1410.0
17.389,106.934,1410.0
17.399,106.9,1410.0
17.409,106.866,1410.0
17.419,122.501,1380.0
17.429,106.901,1410.0
17.439,106.867,1410.0
17.449,122.502,1380.0
17.459,122.57,1380.0
17.469,106.969,1410.0
17.479,106.935,1410.0
17.489,106.901,1410.0
17.499,106.867,1410.0
17.509,106.833,1410.0
17.519,122.468,1380.0
17.529,122.536,1380.0
17.539,106.935,1410.0
17.549,106.901,1410.0
17.559,106.867,1410.0
17.569,106.833,1410.0
17.58,122.468,1380.0
17.589,122.536,1380.0
17.599,106.935,1410.0
17.609,91.232,1440.0
17.619,122.434,1380.0
17.629,122.502,1380.0
17.639,106.901,1410.0
17.649,91.198,1440.0
17.659,122.4,1380.0
17.669,122.468,1380.0
17.679,106.867,1410.0
17.689,106.833,1410.0
17.699,106.799,1410.0
17.709,122.434,1380.0
17.719,106.833,1410.0
17.729,106.799,1410.0
17.739,122.434,1380.0
17.75,106.833,1410.0
17.759,106.799,1410.0
17.769,122.434,1380.0
17.779,106.833,1410.0
17.789,106.799,1410.0
17.799,122.434,1380.0
17.809,106.833,1410.0
17.819,106.799,1410.0
17.829,122.434,1380.0
17.839,106.833,1410.0
17.849,122.468,1380.0
17.859,106.867,1410.0
17.869,106.833,1410.0
18.159,106.901,1410.0
18.169,106.867,1410.0
18.179,106.833,1410.0
18.189,122.468,1380.0
18.199,122.536,1380.0
18.209,106.935,1410.0
18.22,106.901,1410.0
18.229,106.867,1410.0
18.239,122.502,1380.0
18.249,106.901,1410.0
18.259,106.867,1410.0
18.269,122.502,1380.0
18.279,106.901,1410.0
18.289,106.867,1410.0
18.299,122.502,1380.0
18.309,106.901,1410.0
18.319,106.867,1410.0
18.329,122.502,1380.0
18.339,106.901,1410.0
18.349,106.867,1410.0
18.359,106.833,1410.0
18.369,122.468,1380.0
18.379,106.867,1410.0
18.39,122.502,1380.0
18.399,106.901,1410.0
18.409,106.867,1410.0
18.419,106.833,1410.0
18.429,122.468,1380.0
18.439,106.867,1410.0
18.449,106.833,1410.0
18.459,122.468,1380.0
18.469,122.536,1380.0
18.479,106.935,1410.0
18.489,91.232,1440.0
18.499,122.434,1380.0
18.509,122.502,1380.0
18.519,106.901,1410.0
18.529,106.867,1410.0
18.539,122.502,1380.0
18.549,106.901,1410.0
18.56,106.867,1410.0
18.569,122.502,1380.0
18.579,106.901,1410.0
18.589,122.536,1380.0
18.599,106.935,1410.0
18.609,106.901,1410.0
18.619,106.867,1410.0
18.629,122.502,1380.0
18.639,106.901,1410.0
18.649,122.536,1380.0
18.659,106.935,1410.0
18.669,106.901,1410.0
18.679,106.867,1410.0
18.689,122.502,1380.0
18.699,106.901,1410.0
18.709,122.536,1380.0
18.719,122.604,1380.0
18.729,107.003,1410.0
18.739,106.969,1410.0
18.749,106.935,1410.0
18.759,106.901,1410.0
18.769,122.536,1380.0
18.779,106.935,1410.0
18.789,106.901,1410.0
18.799,122.536,1380.0
18.809,122.604,1380.0
18.819,107.003,1410.0
18.829,106.969,1410.0
18.839,106.935,1410.0
18.849,122.57,1380.0
18.86,106.969,1410.0
18.869,106.935,1410.0
18.879,106.901,1410.0
18.889,122.536,1380.0
18.899,122.604,1380.0
18.909,107.003,1410.0
18.919,106.969,1410.0
18.929,106.935,1410.0
18.939,106.901,1410.0
18.949,106.867,1410.0
18.959,122.502,1380.0
18.969,122.57,1380.0
18.979,106.969,1410.0
18.989,106.935,1410.0
18.999,106.901,1410.0
19.009,122.536,1380.0
19.019,106.935,1410.0
19.03,122.57,1380.0
19.039,106.969,1410.0
19.049,106.935,1410.0
19.059,106.901,1410.0
19.069,122.536,1380.0
19.079,106.935,1410.0
19.089,106.901,1410.0
19.099,122.536,1380.0
19.109,106.935,1410.0
19.119,106.901,1410.0
19.129,122.536,1380.0
19.139,106.935,1410.0
19.149,122.57,1380.0
19.159,106.969,1410.0
19.169,106.935,1410.0
19.179,106.901,1410.0
19.189,122.536,1380.0
19.2,106.935,1410.0
19.209,122.57,1380.0
19.219,106.969,1410.0
19.229,106.935,1410.0
19.239,122.57,1380.0
19.249,106.969,1410.0
19.259,106.935,1410.0
19.269,122.57,1380.0
19.279,106.969,1410.0
19.289,106.935,1410.0
19.299,122.57,1380.0
19.309,106.969,1410.0
19.319,122.604,1380.0
19.329,107.003,1410.0
19.339,106.969,1410.0
19.349,106.935,1410.0
19.359,122.57,1380.0
19.369,106.969,1410.0
19.379,122.604,1380.0
19.389,107.003,1410.0
19.399,106.969,1410.0
19.409,122.604,1380.0
19.419,107.003,1410.0
19.429,106.969,1410.0
19.439,106.935,1410.0
19.449,122.57,1380.0
19.459,106.969,1410.0
19.469,106.935,1410.0
19.479,122.57,1380.0
19.489,122.638,1380.0
19.5,107.037,1410.0
19.509,107.003,1410.0
19.519,106.969,1410.0
19.529,106.935,1410.0
19.539,122.57,1380.0
19.549,106.969,1410.0
19.559,106.935,1410.0
19.569,122.57,1380.0
19.579,106.969,1410.0
19.589,106.935,1410.0
19.599,122.57,1380.0
19.609,106.969,1410.0
19.619,106.935,1410.0
19.629,122.57,1380.0
19.639,106.969,1410.0
19.649,106.935,1410.0
19.659,122.57,1380.0
19.67,122.638,1380.0
19.679,107.037,1410.0
19.689,107.003,1410.0
19.699,106.969,1410.0
19.709,106.935,1410.0
19.719,106.901,1410.0
19.729,122.536,1380.0
19.739,122.604,1380.0
19.749,107.003,1410.0
19.759,106.969,1410.0
19.769,106.935,1410.0
19.779,122.57,1380.0
19.789,106.969,1410.0
19.799,122.604,1380.0
19.809,107.003,1410.0
19.819,106.969,1410.0
19.829,106.935,1410.0
19.84,122.57,1380.0
19.849,106.969,1410.0
19.859,122.604,1380.0
19.869,107.003,1410.0
19.879,106.969,1410.0
19.889,122.604,1380.0
19.899,107.003,1410.0
19.909,106.969,1410.0
19.919,122.604,1380.0
19.929,122.672,1380.0
19.939,107.071,1410.0
19.949,91.368,1440.0
19.959,122.57,1380.0
19.969,106.969,1410.0
19.979,122.604,1380.0
19.989,107.003,1410.0
19.999,106.969,1410.0
20.009,122.604,1380.0
20.019,107.003,1410.0
20.029,122.638,1380.0
20.039,107.037,1410.0
20.049,107.003,1410.0
20.059,106.969,1410.0
20.069,106.935,1410.0
20.079,122.57,1380.0
20.089,122.638,1380.0
20.099,107.037,1410.0
20.109,107.003,1410.0
20.119,106.969,1410.0
20.129,122.604,1380.0
20.14,107.003,1410.0
20.149,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,106.901,1410.0
,122.536,1380.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,122.638,1380.0
,107.037,1410.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,122.638,1380.0
,107.037,1410.0
,107.003,1410.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,122.638,1380.0
,107.037,1410.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.969,1410.0
,122.604,1380.0
,107.003,1410.0
,106.969,1410.0
,106.935,1410.0
,122.57,1380.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,106.97,1410.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,122.673,1380.0
,107.072,1410.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,122.605,1380.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,122.707,1380.0
,107.106,1410.0
,107.072,1410.0
,107.038,1410.0
,122.673,1380.0
,107.072,1410.0
,122.707,1380.0
,107.106,1410.0
,122.741,1380.0
,107.14,1410.0
,122.775,1380.0
,107.174,1410.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,122.809,1380.0
,107.208,1410.0
,107.174,1410.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,122.809,1380.0
,91.539,1440.0
,122.741,1380.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,107.14,1410.0
,122.775,1380.0
,107.174,1410.0
,107.14,1410.0
,107.106,1410.0
,122.741,1380.0
,107.14,1410.0
,107.106,1410.0
,107.072,1410.0
,122.707,1380.0
,107.106,1410.0
,107.072,1410.0
,122.707,1380.0
,107.106,1410.0
,107.072,1410.0
,107.038,1410.0
,122.673,1380.0
,107.072,1410.0
,122.707,1380.0
,107.106,1410.0
,107.072,1410.0
,107.038,1410.0
,122.673,1380.0
,122.741,1380.0
,107.14,1410.0
,91.437,1440.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,122.673,1380.0
,107.072,1410.0
,107.038,1410.0
,107.004,1410.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,106.936,1410.0
,122.571,1380.0
,122.639,1380.0
,107.038,1410.0
,107.004,1410.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,122.605,1380.0
,107.004,1410.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,122.571,1380.0
,106.97,1410.0
,106.936,1410.0
,106.902,1410.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,122.537,1380.0
,106.936,1410.0
,106.902,1410.0
,106.868,1410.0
,106.834,1410.0
,122.469,1380.0
,106.868,1410.0
,122.503,1380.0
,106.902,1410.0
,106.868,1410.0
,106.834,1410.0
,122.469,1380.0
,106.868,1410.0
,106.834,1410.0
,106.8,1410.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,106.732,1410.0
,122.367,1380.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,106.732,1410.0
,122.367,1380.0
,122.435,1380.0
,106.834,1410.0
,106.8,1410.0
,106.766,1410.0
,106.732,1410.0
,122.367,1380.0
,106.766,1410.0
,122.401,1380.0
,106.8,1410.0
,106.766,1410.0
,106.732,1410.0
,122.367,1380.0
,106.766,1410.0
,106.732,1410.0
,122.367,1380.0
,106.766,1410.0
,106.732,1410.0
,106.698,1410.0
,122.333,1380.0
,106.732,1410.0
,106.698,1410.0
,122.333,1380.0
,106.732,1410.0
,106.698,1410.0
,122.333,1380.0
,106.732,1410.0
,106.698,1410.0
,106.664,1410.0
,106.63,1410.0
,122.265,1380.0
,122.333,1380.0
,106.732,1410.0
,106.495,1410.0
,122.13,1380.0
,106.529,1410.0
,106.495,1410.0
,122.13,1380.0
,106.529,1410.0
,106.495,1410.0
,106.461,1410.0
,122.096,1380.0
,106.495,1410.0
,106.461,1410.0
,122.096,1380.0
,106.495,1410.0
,122.13,1380.0
,106.529,1410.0
,106.495,1410.0
,106.461,1410.0
,106.427,1410.0
,122.062,1380.0
,122.13,1380.0
,106.529,1410.0
,106.495,1410.0
,106.461,1410.0
,106.427,1410.0
,122.062,1380.0
,106.461,1410.0
,122.096,1380.0
,106.495,1410.0
,106.461,1410.0
,122.096,1380.0
,106.495,1410.0
,106.461,1410.0
,106.427,1410.0
,106.393,1410.0
,122.028,1380.0
,106.427,1410.0
,122.062,1380.0
,106.461,1410.0
,106.427,1410.0
,106.393,1410.0
,122.028,1380.0
,106.427,1410.0
,106.393,1410.0
,106.359,1410.0
,121.994,1380.0
,106.393,1410.0
,122.028,1380.0
,106.427,1410.0
,106.393,1410.0
,106.359,1410.0
,106.325,1410.0
,106.291,1410.0
,121.926,1380.0
,121.994,1380.0
,106.393,1410.0
,106.359,1410.0
,106.325,1410.0
,106.291,1410.0
,121.926,1380.0
,106.325,1410.0
,106.291,1410.0
,121.926,1380.0
,106.325,1410.0
,106.291,1410.0
,121.926,1380.0
,106.325,1410.0
