tempo,erro,velocidade
21.82,0.03,1470.02
21.84,0.03,1473.14
21.86,0.03,1470.87
21.88,0.03,1470.59
21.91,0.03,1470.59
21.93,0.03,1472.57
21.95,0.03,1470.87
21.97,0.03,1470.59
21.99,0.03,1471.72
22.01,0.03,1472.0
22.03,0.03,1471.15
22.05,0.03,1471.15
22.07,0.03,1484.15
22.09,0.03,1471.72
22.11,0.03,1471.15
22.13,0.03,1471.44
22.16,0.03,1484.15
22.18,0.03,1472.29
22.2,0.03,1472.0
22.22,0.03,1471.15
22.24,0.03,1484.72
22.26,0.03,1471.15
22.28,0.03,1485.01
22.3,0.03,1471.72
22.32,0.03,1484.72
22.34,0.03,1472.85
22.36,0.03,1484.15
22.38,0.03,1471.72
22.4,0.03,1485.58
22.43,0.03,1471.15
22.45,0.03,1485.58
22.47,0.03,1471.15
22.49,0.02,1499.14
22.51,0.03,1472.85
22.53,0.03,1484.72
22.55,0.03,1485.01
22.57,0.03,1485.58
22.59,0.03,1472.29
22.61,0.03,1470.59
22.63,0.03,1485.01
22.65,0.03,1486.43
22.68,0.03,1470.31
22.7,0.03,1471.72
22.72,0.03,1472.0
22.74,0.03,1484.72
22.76,0.03,1472.0
22.78,0.03,1470.31
22.8,0.03,1485.01
22.82,0.03,1485.86
22.84,0.03,1471.15
22.86,0.03,1472.29
22.88,0.03,1484.15
22.9,0.03,1487.01
22.92,0.03,1470.31
22.95,0.03,1471.15
22.97,0.03,1486.43
22.99,0.03,1484.72
23.01,0.03,1471.15
23.03,0.03,1484.44
23.05,0.03,1486.15
23.07,0.03,1471.72
23.09,0.03,1485.58
23.11,0.03,1471.15
23.13,0.02,1499.42
23.15,0.03,1485.29
23.17,0.03,1472.85
23.19,0.03,1484.72
23.22,0.03,1485.58
23.24,0.03,1485.01
23.26,0.03,1472.57
23.28,0.03,1483.86
23.3,0.03,1485.86
23.32,0.03,1472.57
23.34,0.03,1484.72
23.36,0.03,1471.15
23.38,0.03,1485.58
23.4,0.03,1485.58
23.42,0.03,1471.15
23.44,0.03,1485.86
23.46,0.03,1486.15
23.49,0.03,1483.86
23.51,0.03,1472.85
23.53,0.03,1484.72
23.55,0.03,1485.58
23.57,0.03,1486.15
23.59,0.03,1484.72
23.61,0.03,1485.29
23.63,0.03,1486.15
23.65,0.03,1485.01
23.67,0.03,1486.15
23.69,0.03,1471.15
23.71,0.03,1485.01
23.74,0.03,1472.57
23.76,0.03,1484.72
23.78,0.03,1485.58
23.8,0.03,1485.58
23.82,0.03,1484.72
23.84,0.03,1472.85
23.86,0.02,1499.42
23.88,0.03,1484.72
23.9,0.03,1486.43
23.92,0.03,1471.72
23.94,0.03,1485.58
23.96,0.03,1485.58
23.99,0.03,1485.58
24.01,0.03,1484.72
24.03,0.03,1486.43
24.05,0.03,1485.01
24.07,0.03,1484.72
24.09,0.03,1472.57
24.11,0.02,1498.56
24.13,0.03,1471.72
24.15,0.03,1485.86
24.17,0.03,1485.29
24.19,0.03,1485.58
24.21,0.03,1486.43
24.24,0.03,1485.58
24.26,0.03,1484.72
24.28,0.03,1486.15
24.3,0.03,1484.72
24.32,0.03,1486.43
24.34,0.03,1470.59
24.36,0.02,1499.42
24.38,0.03,1472.57
24.4,0.03,1484.44
24.42,0.03,1485.29
24.44,0.03,1486.15
24.46,0.03,1485.01
24.48,0.03,1471.44
24.51,0.02,1500.87
24.53,0.03,1484.44
24.55,0.03,1485.58
24.57,0.03,1471.72
24.59,0.03,1485.58
24.61,0.03,1485.58
24.63,0.03,1486.43
24.65,0.03,1484.72
24.67,0.03,1486.15
24.69,0.03,1485.86
24.71,0.03,1484.72
24.73,0.03,1485.01
24.76,0.03,1486.43
24.78,0.03,1486.15
24.8,0.03,1484.72
24.82,0.03,1483.86
24.84,0.03,1487.29
24.86,0.03,1485.86
24.88,0.03,1485.29
24.9,0.03,1485.58
24.92,0.03,1486.43
24.94,0.03,1485.58
24.96,0.03,1484.72
24.98,0.03,1485.58
25.0,0.03,1485.58
25.03,0.03,1485.58
25.05,0.03,1486.43
25.07,0.03,1485.58
25.09,0.02,1498.56
25.11,0.03,1485.58
25.13,0.03,1485.58
25.15,0.03,1485.86
25.17,0.03,1485.86
25.19,0.03,1485.58
25.21,0.03,1485.58
25.23,0.02,1499.42
25.25,0.03,1487.01
25.28,0.03,1485.58
25.3,0.03,1485.58
25.32,0.02,1499.14
25.34,0.03,1485.58
25.36,0.03,1485.58
25.38,0.03,1485.58
25.4,0.02,1500.0
25.42,0.03,1485.58
25.44,0.03,1485.58
25.46,0.03,1485.58
25.48,0.02,1499.14
25.5,0.03,1486.43
25.52,0.03,1486.43
25.55,0.03,1485.58
25.57,0.02,1498.85
25.59,0.03,1486.15
25.61,0.03,1486.15
25.63,0.03,1485.58
25.65,0.02,1499.14
25.67,0.03,1486.43
25.69,0.03,1485.58
25.71,0.03,1485.58
25.73,0.02,1498.56
25.75,0.03,1485.58
25.77,0.03,1485.58
25.79,0.03,1486.15
25.82,0.02,1499.14
25.84,0.03,1485.86
25.86,0.03,1485.58
25.88,0.03,1486.15
25.9,0.02,1500.0
25.92,0.03,1485.01
25.94,0.03,1485.58
25.96,0.03,1486.15
25.98,0.03,1485.58
26.0,0.03,1485.58
26.02,0.03,1486.43
26.04,0.02,1498.27
26.06,0.03,1487.29
26.09,0.03,1485.58
26.11,0.03,1485.58
26.13,0.03,1484.72
26.15,0.02,1499.14
26.17,0.03,1485.86
26.19,0.03,1485.58
26.21,0.03,1486.15
26.23,0.02,1499.42
26.25,0.03,1486.15
26.27,0.03,1486.43
26.29,0.02,1498.27
26.31,0.03,1487.29
26.34,0.03,1485.58
26.36,0.03,1485.58
26.38,0.02,1499.14
26.4,0.03,1485.86
26.42,0.03,1485.86
26.44,0.03,1485.86
26.46,0.02,1500.0
26.48,0.03,1485.01
26.5,0.03,1486.15
26.52,0.03,1484.72
26.54,0.02,1500.0
26.56,0.03,1486.43
26.59,0.03,1485.58
26.61,0.02,1498.56
26.63,0.03,1487.01
26.65,0.03,1484.72
26.67,0.03,1485.58
26.69,0.02,1500.0
26.71,0.03,1485.58
26.73,0.03,1485.58
26.75,0.03,1485.58
26.77,0.02,1499.42
26.79,0.03,1487.01
26.81,0.03,1485.01
26.83,0.03,1485.29
26.86,0.03,1485.58
26.88,0.02,1499.42
26.9,0.03,1485.58
26.92,0.03,1485.58
26.94,0.03,1486.15
26.96,0.03,1486.43
26.98,0.03,1484.72
27.0,0.02,1500.0
27.02,0.03,1486.43
27.04,0.03,1484.72
27.06,0.02,1499.42
27.08,0.03,1486.15
27.11,0.02,1499.42
27.13,0.03,1485.58
27.15,0.03,1485.86
27.17,0.03,1486.72
27.19,0.02,1498.27
27.21,0.03,1486.43
27.23,0.03,1485.86
27.25,0.03,1485.29
27.27,0.02,1500.87
27.29,0.03,1484.72
27.31,0.03,1485.58
27.33,0.02,1499.42
27.36,0.03,1487.01
27.38,0.03,1485.58
27.4,0.03,1484.72
27.42,0.02,1500.0
27.44,0.02,1500.0
27.46,0.03,1485.01
27.48,0.03,1485.58
27.5,0.03,1486.15
27.52,0.02,1500.0
27.54,0.03,1486.43
27.56,0.03,1485.58
27.58,0.02,1499.71
27.61,0.02,1499.42
27.63,0.03,1485.01
27.65,0.03,1486.43
27.67,0.02,1499.14
27.69,0.03,1487.01
27.71,0.03,1485.58
27.73,0.03,1484.72
27.75,0.02,1500.87
27.77,0.03,1485.58
27.79,0.03,1485.58
27.81,0.03,1484.44
27.83,0.02,1501.15
27.85,0.03,1485.58
27.88,0.03,1485.58
27.9,0.03,1485.58
27.92,0.03,1484.72
27.94,0.03,1485.58
27.96,0.03,1486.43
27.98,0.02,1499.71
28.0,0.03,1485.58
28.02,0.03,1485.86
28.04,0.03,1485.58
28.06,0.02,1499.42
28.08,0.03,1485.58
28.1,0.03,1486.15
28.12,0.03,1485.58
28.15,0.03,1484.44
28.17,0.02,1500.0
28.19,0.03,1485.86
28.21,0.03,1485.58
28.23,0.02,1499.42
28.25,0.03,1486.15
28.27,0.03,1486.43
28.29,0.03,1485.58
28.31,0.02,1499.14
28.33,0.03,1485.58
28.35,0.02,1499.42
28.37,0.03,1486.15
28.39,0.02,1500.0
28.42,0.03,1486.43
28.44,0.02,1499.42
28.46,0.03,1485.29
28.48,0.02,1498.85
28.5,0.03,1487.58
28.52,0.02,1498.56
28.54,0.03,1486.15
28.56,0.02,1500.0
28.58,0.02,1499.42
28.6,0.03,1487.01
28.62,0.02,1498.56
28.64,0.02,1500.0
28.67,0.03,1487.01
28.69,0.03,1484.72
28.71,0.02,1500.87
28.73,0.02,1500.0
28.75,0.02,1500.0
28.77,0.03,1484.72
28.79,0.02,1499.42
28.81,0.03,1486.43
28.83,0.02,1499.14
28.85,0.03,1486.15
28.87,0.02,1499.71
28.89,0.03,1485.86
28.92,0.02,1499.14
28.94,0.03,1487.01
28.96,0.02,1498.56
28.98,0.03,1487.29
29.0,0.02,1499.14
29.02,0.03,1485.29
29.04,0.02,1500.29
29.06,0.03,1486.43
29.08,0.02,1500.0
29.1,0.03,1484.72
29.12,0.02,1499.42
29.14,0.03,1486.43
29.17,0.03,1485.29
29.19,0.02,1500.0
29.21,0.02,1500.0
29.23,0.03,1486.43
29.25,0.02,1499.14
29.27,0.03,1485.58
29.29,0.02,1499.42
29.31,0.03,1486.15
29.33,0.03,1486.43
29.35,0.02,1499.14
29.37,0.02,1499.42
29.39,0.03,1486.15
29.42,0.03,1486.43
29.43,0.02,1499.14
29.46,0.03,1485.58
29.48,0.02,1498.27
29.5,0.03,1487.29
29.52,0.02,1500.0
29.54,0.03,1485.58
29.56,0.02,1499.42
29.58,0.03,1486.15
29.6,0.02,1499.42
29.62,0.03,1487.01
29.64,0.03,1484.72
29.67,0.02,1498.85
29.68,0.02,1500.58
29.71,0.03,1485.58
29.73,0.03,1486.15
29.75,0.03,1486.43
29.77,0.02,1497.98
29.79,0.03,1486.72
29.81,0.03,1485.29
29.83,0.03,1486.72
29.85,0.02,1498.85
29.87,0.03,1485.86
29.89,0.03,1485.58
29.91,0.03,1486.43
29.93,0.02,1499.42
29.96,0.03,1486.15
29.98,0.03,1485.58
30.0,0.02,1499.14
30.02,0.03,1485.58
30.04,0.03,1485.58
30.06,0.03,1485.58
30.08,0.02,1500.0
30.1,0.03,1485.58
30.12,0.03,1486.43
30.14,0.03,1485.01
30.16,0.02,1498.56
30.18,0.03,1487.58
30.2,0.03,1484.72
30.23,0.02,1499.42
30.25,0.03,1486.15
30.27,0.02,1499.71
30.29,0.03,1486.43
30.31,0.03,1485.86
30.33,0.02,1500.0
30.35,0.02,1498.56
30.37,0.03,1486.15
30.39,0.03,1485.58
30.41,0.02,1500.87
30.43,0.03,1484.72
30.45,0.03,1484.72
30.48,0.03,1486.72
30.5,0.02,1500.58
30.52,0.02,1498.56
30.54,0.03,1487.01
30.56,0.02,1498.56
30.58,0.02,1500.0
30.6,0.03,1486.15
30.62,0.03,1486.43
30.64,0.02,1499.14
30.66,0.02,1499.14
30.68,0.03,1487.29
30.7,0.02,1498.56
30.72,0.03,1486.15
30.75,0.02,1500.58
30.77,0.03,1485.01
30.79,0.02,1499.42
30.81,0.03,1485.86
30.83,0.02,1500.29
30.85,0.03,1486.43
30.87,0.02,1499.14
30.89,0.03,1486.43
30.91,0.02,1498.56
30.93,0.03,1486.15
30.95,0.03,1485.58
30.97,0.02,1499.42
31.0,0.03,1486.15
31.02,0.03,1486.43
31.04,0.03,1484.72
31.06,0.02,1500.87
31.08,0.03,1485.58
31.1,0.03,1485.58
31.12,0.02,1498.56
31.14,0.03,1485.86
31.16,0.03,1485.86
31.18,0.03,1485.58
31.2,0.02,1499.42
31.22,0.03,1486.43
31.25,0.03,1485.29
31.27,0.03,1485.58
31.29,0.03,1486.43
31.31,0.03,1484.72
31.33,0.03,1485.58
31.35,0.03,1486.43
31.37,0.02,1498.56
31.39,0.03,1486.15
31.41,0.03,1485.58
31.43,0.03,1484.44
31.45,0.03,1486.72
31.47,0.03,1485.29
31.5,0.03,1485.29
31.51,0.03,1471.72
31.54,0.02,1499.71
31.56,0.03,1485.01
31.58,0.03,1487.29
31.6,0.03,1471.15
31.62,0.02,1498.56
31.64,0.03,1485.58
31.66,0.03,1485.58
31.68,0.03,1472.57
31.7,0.03,1484.72
31.72,0.03,1486.43
31.75,0.03,1485.58
31.76,0.03,1484.72
31.78,0.03,1486.43
31.81,0.03,1484.44
31.83,0.03,1486.15
31.85,0.03,1470.87
31.87,0.02,1499.42
31.89,0.03,1471.72
31.91,0.03,1486.43
31.93,0.03,1484.72
31.95,0.02,1499.71
31.97,0.03,1484.72
31.99,0.03,1486.15
32.02,0.03,1485.58
32.04,0.03,1486.15
32.06,0.03,1485.58
32.08,0.03,1485.01
32.1,0.03,1485.29
32.12,0.03,1486.72
32.14,0.03,1484.72
32.16,0.03,1485.58
32.18,0.03,1486.15
32.2,0.03,1486.43
32.22,0.03,1485.58
32.24,0.03,1484.72
32.27,0.03,1486.43
32.29,0.03,1484.72
32.31,0.03,1485.58
32.33,0.03,1486.43
32.35,0.02,1498.56
32.37,0.03,1485.29
32.39,0.03,1485.86
32.41,0.03,1485.58
32.43,0.03,1487.01
32.45,0.03,1484.72
32.47,0.03,1485.29
32.49,0.03,1485.86
32.51,0.02,1499.42
32.54,0.03,1485.29
32.56,0.03,1485.86
32.58,0.03,1485.58
32.6,0.03,1487.01
32.62,0.03,1485.58
32.64,0.03,1485.01
32.66,0.03,1486.15
32.68,0.02,1498.56
32.7,0.03,1485.58
32.72,0.03,1486.15
32.74,0.03,1486.15
32.76,0.03,1483.86
32.78,0.03,1487.01
32.81,0.03,1471.15
32.83,0.03,1485.29
32.85,0.02,1499.42
32.87,0.03,1471.72
32.89,0.03,1486.43
32.91,0.03,1484.72
32.93,0.02,1500.58
32.95,0.03,1470.59
32.97,0.03,1486.43
32.99,0.03,1485.58
33.01,0.03,1485.58
33.03,0.03,1484.72
33.05,0.03,1485.01
33.08,0.03,1486.15
33.1,0.03,1485.01
33.12,0.03,1471.72
33.14,0.03,1485.86
33.16,0.03,1485.29
33.18,0.03,1486.43
33.2,0.03,1485.58
33.22,0.03,1484.72
33.24,0.03,1485.58
33.26,0.03,1486.43
33.28,0.03,1485.58
33.3,0.03,1485.58
33.33,0.03,1484.72
33.35,0.03,1486.43
33.37,0.03,1484.72
33.39,0.03,1485.01
33.41,0.03,1487.01
33.43,0.03,1484.72
33.45,0.03,1485.01
33.47,0.03,1485.29
33.49,0.03,1487.29
33.51,0.03,1485.01
33.53,0.03,1485.29
33.55,0.03,1485.58
33.57,0.03,1486.43
33.6,0.03,1484.72
33.62,0.03,1485.58
33.64,0.03,1486.43
33.66,0.03,1484.72
33.68,0.03,1486.43
33.7,0.03,1485.58
33.72,0.03,1484.72
33.74,0.02,1499.42
33.76,0.03,1485.58
33.78,0.03,1485.58
33.8,0.03,1484.72
33.82,0.03,1487.01
33.85,0.03,1484.44
33.87,0.03,1486.15
33.89,0.03,1486.43
33.91,0.03,1485.29
33.93,0.03,1485.01
33.95,0.03,1485.58
33.97,0.03,1486.15
33.99,0.03,1485.01
34.01,0.03,1471.72
34.03,0.03,1485.58
34.05,0.03,1485.58
34.07,0.03,1485.01
34.1,0.03,1472.57
34.12,0.03,1483.58
34.14,0.03,1485.86
34.16,0.03,1472.85
34.18,0.03,1484.72
34.2,0.03,1485.01
34.22,0.03,1485.58
34.24,0.03,1472.57
34.26,0.03,1484.15
34.28,0.03,1471.72
34.3,0.02,1500.29
34.32,0.03,1471.44
34.34,0.03,1485.86
34.37,0.03,1484.15
34.38,0.03,1485.58
34.41,0.03,1486.15
34.43,0.03,1472.0
34.45,0.03,1485.01
34.47,0.03,1485.58
34.49,0.03,1485.01
34.51,0.03,1485.86
34.53,0.03,1471.15
34.55,0.03,1486.43
34.57,0.03,1484.72
34.59,0.03,1471.15
34.62,0.02,1500.29
34.63,0.03,1471.72
34.66,0.03,1484.72
34.68,0.03,1485.01
34.7,0.03,1486.43
34.72,0.03,1485.29
34.74,0.03,1485.58
34.76,0.03,1485.01
34.78,0.03,1486.43
34.8,0.03,1485.58
34.82,0.03,1486.15
34.84,0.03,1485.58
34.87,0.02,1498.56
34.88,0.03,1471.72
34.91,0.03,1486.43
34.93,0.03,1485.29
34.95,0.02,1499.42
34.97,0.03,1472.0
34.99,0.03,1485.58
35.01,0.03,1484.72
35.03,0.03,1486.43
35.05,0.03,1485.58
35.07,0.03,1484.72
35.09,0.03,1485.58
35.11,0.03,1485.58
35.13,0.03,1484.72
35.15,0.03,1472.85
35.18,0.03,1485.01
35.2,0.03,1485.58
35.22,0.03,1484.72
35.24,0.03,1472.57
35.26,0.03,1485.58
35.28,0.03,1485.58
35.3,0.03,1484.72
35.32,0.03,1485.01
35.34,0.03,1485.58
35.36,0.03,1485.29
35.38,0.03,1485.86
35.4,0.03,1472.57
35.43,0.03,1485.58
35.45,0.03,1484.72
35.47,0.03,1484.72
35.49,0.03,1472.85
35.51,0.03,1484.72
35.53,0.03,1486.43
35.55,0.03,1484.15
35.57,0.03,1471.72
35.59,0.02,1499.42
35.61,0.03,1472.57
35.63,0.03,1484.72
35.65,0.03,1485.58
35.68,0.03,1486.43
35.7,0.03,1484.72
35.72,0.03,1485.01
35.74,0.03,1471.72
35.76,0.02,1500.58
35.78,0.03,1471.44
35.8,0.03,1484.72
35.82,0.03,1485.58
35.84,0.03,1486.43
35.86,0.03,1484.72
35.88,0.03,1471.15
35.9,0.03,1485.58
35.93,0.02,1499.14
35.95,0.03,1486.43
35.97,0.03,1472.0
35.99,0.03,1485.58
36.01,0.02,1499.14
36.03,0.03,1472.0
36.05,0.03,1484.72
36.07,0.03,1485.58
36.09,0.03,1485.58
36.11,0.03,1485.01
36.13,0.03,1471.44
36.15,0.02,1500.29
36.17,0.03,1471.15
36.2,0.03,1486.43
36.22,0.03,1484.72
36.24,0.03,1485.58
36.26,0.03,1485.58
36.28,0.03,1486.43
36.3,0.03,1484.72
36.32,0.03,1486.43
36.34,0.03,1485.58
36.36,0.03,1485.01
36.38,0.03,1484.72
36.4,0.03,1487.01
36.42,0.03,1484.72
36.45,0.03,1486.43
36.47,0.03,1470.02
36.49,0.02,1499.71
36.51,0.03,1471.72
36.53,0.03,1486.43
36.55,0.03,1485.58
36.57,0.02,1499.14
36.59,0.03,1472.0
36.61,0.03,1484.72
36.63,0.03,1485.01
36.65,0.03,1485.58
36.67,0.03,1486.15
36.7,0.03,1472.0
36.72,0.03,1485.58
36.74,0.03,1485.58
36.76,0.03,1484.72
36.78,0.03,1471.15
36.8,0.02,1499.71
36.82,0.03,1485.29
36.84,0.03,1472.57
36.86,0.03,1484.72
36.88,0.03,1486.43
36.9,0.03,1485.58
36.92,0.03,1484.72
36.94,0.03,1471.15
36.97,0.03,1486.43
36.99,0.03,1485.29
37.01,0.03,1484.44
37.03,0.03,1472.57
37.05,0.03,1485.58
37.07,0.03,1484.72
37.09,0.03,1471.15
37.11,0.03,1485.58
37.13,0.03,1485.29
37.15,0.03,1484.72
37.17,0.03,1472.29
37.19,0.03,1486.15
37.22,0.03,1485.01
37.24,0.03,1486.43
37.26,0.03,1484.72
37.28,0.03,1485.01
37.3,0.03,1485.29
37.32,0.03,1486.72
37.34,0.03,1471.72
37.36,0.03,1484.72
37.38,0.03,1485.58
37.4,0.03,1485.01
37.42,0.03,1472.57
37.44,0.03,1485.58
37.47,0.03,1484.44
37.49,0.03,1485.86
37.51,0.03,1485.01
37.53,0.03,1485.58
37.55,0.03,1486.15
37.57,0.03,1486.43
37.59,0.03,1471.15
37.61,0.03,1485.58
37.63,0.03,1484.72
37.65,0.03,1486.43
37.67,0.03,1484.72
37.69,0.03,1485.58
37.71,0.03,1485.58
37.74,0.03,1485.01
37.76,0.03,1471.72
37.78,0.02,1499.14
37.8,0.03,1486.15
37.82,0.03,1485.29
37.84,0.03,1486.72
37.86,0.03,1485.86
37.88,0.03,1485.58
37.9,0.03,1485.29
37.92,0.03,1483.86
37.94,0.03,1486.72
37.96,0.03,1485.58
37.98,0.03,1485.58
38.01,0.03,1484.44
38.03,0.03,1487.58
38.05,0.03,1485.58
38.07,0.03,1484.72
38.09,0.03,1485.58
38.11,0.02,1500.29
38.13,0.03,1470.59
38.15,0.03,1486.72
38.17,0.03,1484.72
38.19,0.03,1486.43
38.21,0.03,1484.72
38.23,0.03,1484.44
38.26,0.03,1486.15
38.28,0.03,1486.43
38.3,0.03,1485.29
38.32,0.03,1485.01
38.34,0.03,1485.86
38.36,0.03,1486.72
38.38,0.03,1484.72
38.4,0.03,1485.01
38.42,0.03,1486.15
38.44,0.03,1486.43
38.46,0.03,1484.44
38.48,0.03,1485.86
38.5,0.03,1486.43
38.53,0.03,1485.58
38.55,0.03,1485.58
38.57,0.03,1485.58
38.59,0.02,1499.71
38.61,0.03,1484.44
38.63,0.03,1471.72
38.65,0.03,1486.43
38.67,0.02,1498.27
38.69,0.03,1486.43
38.71,0.03,1484.44
38.73,0.03,1486.15
38.75,0.03,1487.01
38.77,0.03,1485.58
38.8,0.03,1485.01
38.82,0.03,1486.15
38.84,0.02,1499.14
38.86,0.03,1485.58
38.88,0.03,1485.58
38.9,0.03,1486.43
38.92,0.02,1498.56
38.94,0.03,1486.15
38.96,0.03,1485.58
38.98,0.03,1485.58
39.0,0.02,1500.29
39.02,0.03,1486.15
39.04,0.03,1485.58
39.07,0.02,1498.85
39.09,0.03,1485.86
39.11,0.02,1499.42
39.13,0.03,1485.29
39.15,0.03,1487.29
39.17,0.02,1499.14
39.19,0.03,1485.01
39.21,0.03,1485.01
39.23,0.03,1487.58
39.25,0.03,1484.72
39.27,0.02,1500.0
39.29,0.03,1471.15
39.32,0.02,1499.42
39.34,0.03,1486.15
39.36,0.03,1485.58
39.38,0.03,1486.43
39.4,0.02,1497.98
39.42,0.03,1486.72
39.44,0.03,1486.43
39.46,0.03,1485.01
39.48,0.02,1499.71
39.5,0.03,1486.43
39.52,0.03,1485.58
39.54,0.03,1484.72
39.56,0.02,1500.0
39.59,0.03,1486.43
39.61,0.03,1485.58
39.63,0.02,1498.56
39.65,0.03,1487.01
39.67,0.03,1484.72
39.69,0.03,1485.58
39.71,0.02,1499.42
39.73,0.03,1487.01
39.75,0.03,1484.72
39.77,0.02,1499.42
39.79,0.03,1485.86
39.81,0.02,1500.29
39.84,0.03,1486.43
39.86,0.03,1484.72
39.88,0.02,1500.87
39.9,0.02,1498.27
39.92,0.03,1487.29
39.94,0.02,1498.56
39.96,0.02,1500.0
39.98,0.03,1487.01
40.0,0.02,1498.56
40.02,0.03,1486.15
40.04,0.02,1500.0
40.06,0.02,1500.29
40.09,0.03,1485.58
40.11,0.02,1499.14
40.13,0.02,1499.71
40.15,0.03,1486.43
40.17,0.02,1499.42
40.19,0.03,1487.01
40.21,0.02,1500.0
40.23,0.02,1497.98
40.25,0.03,1486.72
40.27,0.02,1499.42
40.29,0.02,1500.0
40.31,0.03,1487.01
40.34,0.03,1484.72
40.36,0.02,1500.0
40.38,0.02,1499.42
40.4,0.03,1487.01
40.42,0.03,1484.72
40.44,0.02,1500.87
40.46,0.02,1498.85
40.48,0.03,1486.72
40.5,0.03,1484.72
40.52,0.02,1500.0
40.54,0.02,1500.0
40.56,0.03,1484.44
40.59,0.03,1486.72
40.61,0.02,1499.71
40.63,0.03,1486.72
40.65,0.02,1499.14
40.67,0.03,1485.01
40.69,0.03,1487.01
40.71,0.02,1499.42
40.73,0.03,1484.72
40.75,0.03,1486.15
40.77,0.02,1498.85
40.79,0.03,1486.43
40.81,0.03,1486.72
40.83,0.03,1484.72
40.86,0.02,1500.87
40.88,0.03,1484.72
40.9,0.02,1499.14
40.92,0.03,1487.29
40.94,0.02,1500.0
40.96,0.02,1499.14
40.98,0.03,1484.72
41.0,0.03,1486.43
41.02,0.02,1500.87
41.04,0.02,1497.98
41.06,0.03,1487.58
41.08,0.02,1500.0
41.1,0.02,1500.0
41.13,0.02,1498.27
41.15,0.03,1486.43
41.17,0.02,1500.0
41.19,0.02,1499.42
41.21,0.03,1487.01
41.23,0.02,1497.98
41.25,0.02,1501.15
41.27,0.02,1499.42
41.29,0.03,1486.43
41.31,0.03,1485.29
41.33,0.02,1500.0
41.35,0.02,1500.0
41.37,0.03,1486.43
41.4,0.02,1499.14
41.42,0.02,1500.0
41.44,0.02,1500.29
41.46,0.03,1485.01
41.48,0.03,1485.86
41.5,0.02,1500.0
41.52,0.02,1500.0
41.54,0.03,1486.43
41.56,0.02,1499.14
41.58,0.02,1500.58
41.6,0.02,1498.85
41.62,0.03,1486.72
41.65,0.02,1499.42
41.67,0.02,1499.42
41.69,0.03,1487.01
41.71,0.02,1498.85
41.73,0.02,1499.42
41.75,0.02,1500.29
41.77,0.03,1486.15
41.79,0.02,1499.71
41.81,0.02,1501.15
41.83,0.02,1500.0
41.85,0.02,1498.56
41.87,0.03,1487.01
41.89,0.02,1500.0
41.92,0.02,1499.14
41.94,0.03,1485.58
41.96,0.02,1500.0
41.98,0.02,1500.87
42.0,0.02,1498.56
42.02,0.03,1487.01
42.04,0.02,1498.27
42.06,0.02,1500.29
42.08,0.03,1487.01
42.1,0.03,1484.72
42.12,0.02,1499.71
42.14,0.02,1500.29
42.17,0.03,1486.43
42.19,0.02,1498.56
42.21,0.03,1487.01
42.23,0.02,1500.0
42.25,0.03,1484.72
42.27,0.02,1499.42
42.29,0.03,1487.01
42.31,0.02,1500.0
42.33,0.02,1499.14
42.35,0.03,1485.58
42.37,0.02,1498.85
42.39,0.03,1486.72
42.42,0.02,1500.0
42.44,0.03,1486.43
42.46,0.02,1499.42
42.48,0.02,1499.71
42.5,0.02,1500.0
42.52,0.03,1486.43
42.54,0.02,1500.0
42.56,0.02,1499.14
42.58,0.02,1499.42
42.6,0.03,1487.01
42.62,0.02,1500.0
42.64,0.02,1499.14
42.66,0.03,1485.58
42.69,0.02,1500.87
42.71,0.02,1499.14
42.73,0.02,1500.58
42.75,0.02,1498.85
42.77,0.03,1486.15
42.79,0.02,1499.71
42.81,0.02,1500.29
42.83,0.03,1485.58
42.85,0.02,1500.0
42.87,0.02,1500.0
42.89,0.02,1500.87
42.91,0.02,1499.14
42.94,0.02,1500.87
42.96,0.02,1500.0
42.98,0.02,1498.27
43.0,0.03,1486.43
43.02,0.02,1500.0
43.04,0.02,1500.87
43.06,0.02,1499.14
43.08,0.02,1500.58
43.1,0.02,1499.42
43.12,0.02,1499.14
43.14,0.03,1486.43
43.16,0.02,1500.29
43.19,0.02,1500.58
43.21,0.02,1499.14
43.23,0.03,1485.58
43.25,0.02,1500.87
43.27,0.02,1500.0
43.29,0.02,1500.0
43.31,0.02,1497.98
43.33,0.02,1500.58
43.35,0.02,1500.58
43.37,0.02,1499.42
43.39,0.03,1487.01
43.41,0.02,1499.14
43.43,0.02,1500.0
43.46,0.02,1499.71
43.47,0.03,1485.86
43.5,0.02,1500.0
43.52,0.02,1500.0
43.54,0.03,1485.58
43.56,0.02,1500.87
43.58,0.02,1500.0
43.6,0.02,1499.14
43.62,0.03,1485.58
43.64,0.02,1500.0
43.66,0.02,1500.0
43.68,0.02,1498.85
43.7,0.03,1486.72
43.72,0.02,1500.0
43.75,0.02,1500.87
43.77,0.02,1499.14
43.79,0.02,1498.56
43.81,0.03,1487.58
43.83,0.02,1499.42
43.85,0.02,1500.0
43.87,0.03,1485.58
43.89,0.02,1499.42
43.91,0.02,1500.0
43.93,0.03,1487.01
43.95,0.02,1498.56
43.97,0.03,1486.15
44.0,0.02,1500.87
44.02,0.02,1498.56
44.04,0.03,1486.15
44.06,0.02,1499.42
44.08,0.02,1500.0
44.1,0.03,1487.01
44.12,0.02,1497.98
44.14,0.03,1486.72
44.16,0.02,1500.29
44.18,0.03,1485.29
