tempo,RPM
18.969,1020.0
18.979,990.0
18.989,960.0
18.999,1020.0
19.009,990.0
19.019,1020.0
19.03,990.0
19.039,1020.0
19.049,960.0
19.059,1020.0
19.069,990.0
19.079,1020.0
19.089,990.0
19.099,1020.0
19.109,990.0
19.119,990.0
19.129,990.0
19.139,1020.0
19.149,990.0
19.159,990.0
19.169,990.0
19.179,1020.0
19.189,990.0
19.2,1020.0
19.209,1020.0
19.219,990.0
19.229,960.0
19.239,990.0
19.249,1020.0
19.259,1020.0
19.269,990.0
19.279,990.0
19.289,990.0
19.299,1020.0
19.309,990.0
19.319,990.0
19.329,1020.0
19.339,1020.0
19.349,990.0
19.359,990.0
19.369,990.0
19.379,990.0
19.389,1020.0
19.399,990.0
19.409,1020.0
19.419,990.0
19.429,990.0
19.439,990.0
19.449,1020.0
19.459,1020.0
19.469,990.0
19.479,990.0
19.489,990.0
19.5,990.0
19.509,1020.0
19.519,990.0
19.529,990.0
19.539,1020.0
19.549,990.0
19.559,1020.0
19.569,990.0
19.579,1020.0
19.589,990.0
19.599,990.0
19.609,990.0
19.619,1020.0
19.629,990.0
19.639,1020.0
19.649,990.0
19.659,990.0
19.67,990.0
19.679,1020.0
19.689,990.0
19.699,1020.0
19.709,990.0
19.719,990.0
19.729,1020.0
19.739,990.0
19.749,1020.0
19.759,960.0
19.769,1020.0
19.779,990.0
19.789,990.0
19.799,1020.0
19.809,1020.0
19.819,990.0
19.829,990.0
19.84,990.0
19.849,990.0
19.859,1020.0
19.869,1020.0
19.879,990.0
19.889,990.0
19.899,990.0
19.909,990.0
19.919,1020.0
19.929,990.0
19.939,1020.0
19.949,990.0
19.959,1020.0
19.969,990.0
19.979,990.0
19.989,1020.0
19.999,990.0
20.009,990.0
20.019,990.0
20.029,990.0
20.039,1020.0
20.049,1020.0
20.059,1020.0
20.339,1020.0
20.349,990.0
20.359,990.0
20.369,990.0
20.379,990.0
20.389,1020.0
20.399,1020.0
20.409,990.0
20.419,990.0
20.429,990.0
20.439,990.0
20.449,1020.0
20.459,990.0
20.469,1020.0
20.48,990.0
20.489,990.0
20.499,1020.0
20.509,990.0
20.519,990.0
20.529,1020.0
20.539,1020.0
20.549,990.0
20.559,960.0
20.569,1020.0
20.579,1020.0
20.589,990.0
20.599,990.0
20.609,990.0
20.619,1020.0
20.629,990.0
20.639,1020.0
20.649,990.0
20.659,990.0
20.669,990.0
20.679,1020.0
20.689,990.0
20.699,1020.0
20.709,990.0
20.719,990.0
20.729,1020.0
20.739,990.0
20.749,990.0
20.759,990.0
20.769,1020.0
20.78,1020.0
20.789,960.0
20.799,1020.0
20.809,990.0
20.819,1020.0
20.829,1020.0
20.839,990.0
20.849,960.0
20.859,990.0
20.869,1020.0
20.879,1020.0
20.889,1020.0
20.899,960.0
20.909,1020.0
20.919,990.0
20.929,990.0
20.939,1020.0
20.95,1020.0
20.959,990.0
20.969,960.0
20.979,1020.0
20.989,990.0
20.999,1020.0
21.009,1020.0
21.019,990.0
21.029,990.0
21.039,990.0
21.049,1020.0
21.059,1020.0
21.069,990.0
21.079,990.0
21.089,990.0
21.099,990.0
21.109,1020.0
21.12,990.0
21.129,1020.0
21.139,1020.0
21.149,990.0
21.159,960.0
21.169,1020.0
21.179,990.0
21.189,1020.0
21.199,1020.0
21.209,960.0
21.219,990.0
21.229,1020.0
21.239,1020.0
21.249,990.0
21.259,1020.0
21.269,990.0
21.279,990.0
21.289,990.0
21.299,990.0
21.309,1020.0
21.319,1020.0
21.329,990.0
21.339,990.0
21.349,990.0
21.359,990.0
21.369,1020.0
21.379,1020.0
21.389,990.0
21.399,990.0
21.409,990.0
21.42,1020.0
21.429,990.0
21.439,990.0
21.449,1020.0
21.459,990.0
21.469,990.0
21.479,990.0
21.489,1020.0
21.499,1020.0
21.509,990.0
21.519,990.0
21.529,990.0
21.539,990.0
21.549,1020.0
21.559,1020.0
21.569,990.0
21.579,960.0
21.59,1020.0
21.599,990.0
21.609,1020.0
21.619,1020.0
21.629,990.0
21.639,990.0
21.649,990.0
21.659,990.0
21.669,1020.0
21.679,1020.0
21.689,990.0
21.699,960.0
21.709,1020.0
21.719,1020.0
21.729,990.0
21.739,990.0
21.749,1020.0
21.76,990.0
21.769,990.0
21.779,1020.0
21.789,990.0
21.799,990.0
21.809,990.0
21.819,1020.0
21.829,990.0
21.839,1020.0
21.849,990.0
21.859,1020.0
21.869,990.0
21.879,990.0
21.889,990.0
21.899,990.0
21.909,1020.0
21.919,1020.0
21.929,990.0
21.939,960.0
21.949,1020.0
21.959,990.0
21.969,1020.0
21.979,1020.0
21.989,990.0
21.999,990.0
22.009,990.0
22.019,990.0
22.029,1020.0
22.039,1020.0
22.049,960.0
22.06,990.0
22.069,1020.0
22.079,1020.0
22.089,990.0
22.099,1020.0
22.109,990.0
22.119,960.0
22.129,1020.0
22.139,990.0
22.149,1020.0
22.159,990.0
22.169,990.0
22.179,1020.0
22.189,990.0
22.199,990.0
22.209,1020.0
22.219,990.0
22.23,990.0
22.239,1020.0
22.249,990.0
22.259,990.0
22.269,1020.0
22.279,990.0
22.289,990.0
22.299,990.0
22.309,1020.0
22.319,990.0
22.329,1020.0
22.609,990.0
22.619,1020.0
22.629,990.0
22.639,990.0
22.649,990.0
22.659,1020.0
22.669,990.0
22.679,990.0
22.689,1020.0
22.7,1020.0
22.709,990.0
22.719,990.0
22.729,990.0
22.739,1020.0
22.749,990.0
22.759,990.0
22.769,1020.0
22.779,990.0
22.789,990.0
22.799,990.0
22.809,1020.0
22.819,1020.0
22.829,990.0
22.839,990.0
22.849,990.0
22.859,1020.0
22.87,990.0
22.879,990.0
22.889,1020.0
22.899,990.0
22.909,990.0
22.919,990.0
22.929,1020.0
22.939,1020.0
22.949,990.0
22.959,990.0
22.969,990.0
22.979,990.0
22.989,1020.0
22.999,1020.0
23.009,990.0
23.019,990.0
23.029,990.0
23.04,990.0
23.049,1020.0
23.059,1020.0
23.069,990.0
23.079,990.0
23.089,990.0
23.099,1020.0
23.109,990.0
23.119,1020.0
23.129,990.0
23.139,960.0
23.149,1020.0
23.159,1020.0
23.169,990.0
23.179,990.0
23.189,1020.0
23.199,990.0
23.209,990.0
23.219,1020.0
23.229,990.0
23.239,1020.0
23.249,990.0
23.259,960.0
23.269,1020.0
23.279,990.0
23.289,1020.0
23.299,1020.0
23.309,990.0
23.319,990.0
23.329,990.0
23.34,1020.0
23.349,990.0
23.359,1020.0
23.369,990.0
23.379,960.0
23.389,1020.0
23.399,1020.0
23.409,990.0
23.419,990.0
23.429,1020.0
23.439,990.0
23.449,990.0
23.459,1020.0
23.469,990.0
23.479,990.0
23.489,1020.0
23.499,990.0
23.51,990.0
23.519,990.0
23.529,1020.0
23.539,990.0
23.549,1020.0
23.559,990.0
23.569,990.0
23.579,990.0
23.589,1020.0
23.599,1020.0
23.609,990.0
23.619,960.0
23.629,1020.0
23.639,990.0
23.649,1020.0
23.659,1020.0
23.669,990.0
23.68,960.0
23.689,1020.0
23.699,990.0
23.709,1020.0
23.719,1020.0
23.729,990.0
23.739,990.0
23.749,990.0
23.759,990.0
23.769,1020.0
23.779,1020.0
23.789,990.0
23.799,990.0
23.809,1020.0
23.819,990.0
23.829,990.0
23.839,1020.0
23.849,990.0
23.859,990.0
23.869,990.0
23.879,1020.0
23.889,990.0
23.899,1020.0
23.909,990.0
23.919,990.0
23.929,990.0
23.939,1020.0
23.949,990.0
23.959,1020.0
23.969,990.0
23.98,990.0
23.989,990.0
23.999,990.0
24.009,1020.0
24.019,1020.0
24.029,990.0
24.039,990.0
24.049,1020.0
24.059,990.0
24.069,1020.0
24.079,990.0
24.089,990.0
24.099,990.0
24.109,990.0
24.119,1020.0
24.129,1020.0
24.139,990.0
24.15,990.0
24.159,1020.0
24.169,990.0
24.179,990.0
24.189,1020.0
24.199,1020.0
24.209,990.0
24.219,960.0
24.229,990.0
24.239,1020.0
24.249,1020.0
24.259,1020.0
24.269,990.0
24.279,960.0
24.289,1020.0
24.299,1020.0
24.309,990.0
24.32,990.0
24.329,990.0
24.339,1020.0
24.349,990.0
24.359,990.0
24.369,1020.0
24.379,1020.0
24.389,990.0
24.399,990.0
24.409,990.0
24.419,990.0
24.429,1020.0
24.439,1020.0
24.449,990.0
24.459,990.0
24.469,990.0
24.479,1020.0
24.489,990.0
24.499,1020.0
24.509,990.0
24.519,990.0
24.529,1020.0
24.539,1020.0
24.549,990.0
24.559,990.0
24.569,990.0
24.579,990.0
24.589,1020.0
24.599,990.0
24.879,990.0
24.889,990.0
24.899,990.0
24.909,1020.0
24.919,1020.0
24.929,990.0
24.939,990.0
24.949,990.0
24.96,990.0
24.969,1020.0
24.979,1020.0
24.989,990.0
24.999,990.0
25.009,990.0
25.019,1020.0
25.029,990.0
25.039,1020.0
25.049,990.0
25.059,990.0
25.069,990.0
25.079,1020.0
25.089,1020.0
25.099,990.0
25.109,990.0
25.119,1020.0
25.129,990.0
25.139,990.0
25.149,990.0
25.159,1020.0
25.169,1020.0
25.179,960.0
25.189,990.0
25.199,1020.0
25.209,1020.0
25.219,1020.0
25.229,990.0
25.239,960.0
25.249,990.0
25.26,1020.0
25.269,1020.0
25.279,1020.0
25.289,960.0
25.299,990.0
25.309,1020.0
25.319,990.0
25.329,1020.0
25.339,990.0
25.349,1020.0
25.359,990.0
25.369,990.0
25.379,990.0
25.389,1020.0
25.399,1020.0
25.409,990.0
25.419,990.0
25.43,990.0
25.439,990.0
25.449,1020.0
25.459,990.0
25.469,1020.0
25.479,990.0
25.489,1020.0
25.499,990.0
25.509,990.0
25.519,1020.0
25.529,990.0
25.539,990.0
25.549,990.0
25.559,1020.0
25.569,990.0
25.579,1020.0
25.589,990.0
25.6,990.0
25.609,990.0
25.619,990.0
25.629,1020.0
25.639,1020.0
25.649,990.0
25.659,990.0
25.669,990.0
25.679,1020.0
25.689,990.0
25.699,990.0
25.709,1020.0
25.719,990.0
25.729,990.0
25.739,1020.0
25.749,990.0
25.759,1020.0
25.769,990.0
25.779,990.0
25.789,990.0
25.799,990.0
25.809,1020.0
25.819,1020.0
25.829,990.0
25.839,990.0
25.849,990.0
25.859,1020.0
25.869,1020.0
25.879,990.0
25.889,990.0
25.9,990.0
25.909,990.0
25.919,990.0
25.929,1020.0
25.939,1020.0
25.949,1020.0
25.959,960.0
25.969,990.0
25.979,1020.0
25.989,1020.0
25.999,990.0
26.009,990.0
26.019,990.0
26.029,990.0
26.039,990.0
26.049,1020.0
26.059,1020.0
26.07,990.0
26.079,1020.0
26.089,990.0
26.099,990.0
26.109,990.0
26.119,1020.0
26.129,990.0
26.139,990.0
26.149,1020.0
26.159,990.0
26.169,990.0
26.179,1020.0
26.189,990.0
26.199,990.0
26.209,990.0
26.219,1020.0
26.229,990.0
26.24,1020.0
26.249,990.0
26.259,990.0
26.269,990.0
26.279,990.0
26.289,1020.0
26.299,1020.0
26.309,990.0
26.319,990.0
26.329,990.0
26.339,1020.0
26.349,990.0
26.359,1020.0
26.369,990.0
26.379,990.0
26.389,990.0
26.399,990.0
26.409,1020.0
26.419,1020.0
26.429,990.0
26.439,990.0
26.449,1020.0
26.459,990.0
26.469,990.0
26.479,1020.0
26.489,990.0
26.499,990.0
26.509,990.0
26.519,990.0
26.529,1020.0
26.54,1020.0
26.549,990.0
26.559,990.0
26.569,990.0
26.579,1020.0
26.589,990.0
26.599,1020.0
26.609,990.0
26.619,990.0
26.629,990.0
26.639,1020.0
26.649,990.0
26.659,990.0
26.669,1020.0
26.679,1020.0
26.689,990.0
26.699,990.0
26.71,990.0
26.719,990.0
26.729,1020.0
26.739,1020.0
26.749,960.0
26.759,1020.0
26.769,990.0
26.779,1020.0
26.789,990.0
26.799,990.0
26.809,1020.0
26.819,990.0
26.829,1020.0
26.839,990.0
26.849,990.0
26.859,990.0
26.869,990.0
27.149,1020.0
27.159,990.0
27.169,990.0
27.18,990.0
27.189,1020.0
27.199,990.0
27.209,1020.0
27.219,990.0
27.229,990.0
27.239,990.0
27.249,990.0
27.259,1020.0
27.269,1020.0
27.279,990.0
27.289,990.0
27.299,1020.0
27.309,990.0
27.319,990.0
27.329,990.0
27.339,990.0
27.35,1020.0
27.359,990.0
27.369,1020.0
27.379,990.0
27.389,990.0
27.399,1020.0
27.409,990.0
27.419,990.0
27.429,1020.0
27.439,990.0
27.449,990.0
27.459,990.0
27.469,1020.0
27.479,990.0
27.489,990.0
27.499,1020.0
27.509,990.0
27.52,990.0
27.529,1020.0
27.539,990.0
27.549,990.0
27.559,1020.0
27.569,990.0
27.579,990.0
27.589,990.0
27.599,1020.0
27.609,990.0
27.619,1020.0
27.629,990.0
27.639,990.0
27.649,1020.0
27.659,990.0
27.669,990.0
27.679,990.0
27.689,1020.0
27.699,990.0
27.709,990.0
27.719,1020.0
27.729,990.0
27.739,990.0
27.749,1020.0
27.759,1020.0
27.769,960.0
27.779,1020.0
27.789,990.0
27.799,1020.0
27.809,990.0
27.82,990.0
27.829,990.0
27.839,1020.0
27.849,990.0
27.859,1020.0
27.869,990.0
27.879,990.0
27.889,1020.0
27.899,990.0
27.909,990.0
27.919,1020.0
27.929,990.0
27.939,990.0
27.949,990.0
27.959,990.0
27.969,1020.0
27.979,990.0
27.99,1020.0
27.999,1020.0
28.009,990.0
28.019,990.0
28.029,990.0
28.039,990.0
28.049,1020.0
28.059,990.0
28.069,990.0
28.079,1020.0
28.089,990.0
28.099,1020.0
28.109,990.0
28.119,990.0
28.129,1020.0
28.139,990.0
28.149,990.0
28.16,1020.0
28.169,990.0
28.179,990.0
28.189,990.0
28.199,1020.0
28.209,990.0
28.219,1020.0
28.229,990.0
28.239,1020.0
28.249,990.0
28.259,960.0
28.269,1020.0
28.279,1020.0
28.289,990.0
28.299,990.0
28.309,990.0
28.319,1020.0
28.329,990.0
28.339,990.0
28.349,1020.0
28.359,1020.0
28.369,990.0
28.379,990.0
28.389,990.0
28.399,990.0
28.409,1020.0
28.419,990.0
28.429,990.0
28.439,1020.0
28.449,990.0
28.46,1020.0
28.469,990.0
28.479,990.0
28.489,1020.0
28.499,990.0
28.509,990.0
28.519,1020.0
28.529,990.0
28.539,990.0
28.549,990.0
28.559,990.0
28.569,1020.0
28.579,1020.0
28.589,990.0
28.599,990.0
28.609,1020.0
28.619,990.0
28.63,990.0
28.639,1020.0
28.649,990.0
28.659,990.0
28.669,990.0
28.679,1020.0
28.689,990.0
28.699,1020.0
28.709,990.0
28.719,990.0
28.729,1020.0
28.739,990.0
28.749,990.0
28.759,1020.0
28.769,990.0
28.779,990.0
28.789,990.0
28.8,990.0
28.809,1020.0
28.819,1020.0
28.829,1020.0
28.839,990.0
28.849,960.0
28.859,1020.0
28.869,990.0
28.879,1020.0
28.889,990.0
28.899,990.0
28.909,1020.0
28.919,990.0
28.929,990.0
28.939,990.0
28.949,1020.0
28.959,1020.0
28.969,990.0
28.979,990.0
28.989,990.0
28.999,990.0
29.009,1020.0
29.019,1020.0
29.029,960.0
29.039,1020.0
29.049,990.0
29.059,1020.0
29.069,1020.0
29.079,990.0
29.089,990.0
29.1,990.0
29.109,990.0
29.119,1020.0
29.129,990.0
29.139,1020.0
29.419,1020.0
29.429,1020.0
29.44,990.0
29.449,990.0
29.459,990.0
29.469,1020.0
29.479,990.0
29.489,1020.0
29.499,990.0
29.509,990.0
29.519,990.0
29.529,990.0
29.539,1020.0
29.549,1020.0
29.559,990.0
29.569,990.0
29.579,990.0
29.589,990.0
29.599,1020.0
29.609,1020.0
29.619,990.0
29.629,990.0
29.639,990.0
29.649,990.0
29.659,1020.0
29.669,990.0
29.679,1020.0
29.689,990.0
29.699,990.0
29.709,1020.0
29.719,990.0
29.729,1020.0
29.74,990.0
29.749,990.0
29.759,990.0
29.769,990.0
29.779,1020.0
29.789,1020.0
29.799,990.0
29.809,990.0
29.819,990.0
29.829,1020.0
29.839,990.0
29.849,1020.0
29.859,990.0
29.869,990.0
29.879,990.0
29.889,990.0
29.899,1020.0
29.91,990.0
29.919,1020.0
29.929,990.0
29.939,990.0
29.949,990.0
29.959,1020.0
29.969,1020.0
29.979,990.0
29.989,960.0
29.999,1020.0
30.009,990.0
30.019,1020.0
30.029,1020.0
30.039,990.0
30.049,990.0
30.059,990.0
30.069,990.0
30.08,1020.0
30.089,1020.0
30.099,990.0
30.109,960.0
30.119,1020.0
30.129,990.0
30.139,1020.0
30.149,1020.0
30.159,990.0
30.169,990.0
30.179,990.0
30.189,1020.0
30.199,1020.0
30.209,990.0
30.219,990.0
30.229,990.0
30.239,990.0
30.249,990.0
30.259,1020.0
30.269,1020.0
30.279,990.0
30.289,990.0
30.299,990.0
30.309,1020.0
30.319,990.0
30.329,1020.0
30.339,990.0
30.349,990.0
30.359,990.0
30.369,990.0
30.38,1020.0
30.389,1020.0
30.399,990.0
30.409,990.0
30.419,990.0
30.429,990.0
30.439,1020.0
30.449,1020.0
30.459,990.0
30.469,990.0
30.479,990.0
30.489,990.0
30.499,1020.0
30.509,1020.0
30.519,990.0
30.529,990.0
30.539,1020.0
30.55,990.0
30.559,990.0
30.569,990.0
30.579,1020.0
30.589,990.0
30.599,990.0
30.609,990.0
30.619,1020.0
30.629,1020.0
30.639,990.0
30.649,990.0
30.659,990.0
