RPM
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
563.91
0.00
535.71
0.00
535.71
0.00
535.71
412.09
428.57
412.09
426.14
421.35
806.45
416.67
824.18
426.14
824.18
815.22
833.33
416.67
824.18
1222.83
785.34
819.67
1209.68
1153.85
1153.85
1142.13
1142.13
1130.65
1142.13
1492.54
1507.54
1142.13
1507.54
1507.54
1507.54
1507.54
1515.15
1875.00
1522.84
1856.44
1507.54
1865.67
1847.29
1856.44
1856.44
1856.44
1875.00
1884.42
2205.88
1865.67
2205.88
1875.00
2238.81
2205.88
2205.88
2216.75
2227.72
2548.54
2195.12
2195.12
2524.04
2227.72
2536.23
2536.23
2524.04
2548.54
2560.98
2536.23
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
.23
2548.54
2548.54
2536.23
2536.23
2536.23
2560.98
2548.54
2536.23
2536.23
2524.04
2573.53
2560.98
2184.47
2536.23
2536.23
2205.88
2548.54
2536.23
2205.88
2548.54
2548.54
2205.88
2548.54
2195.12
2195.12
2548.54
2205.88
2536.23
2205.88
2205.88
2560.98
2216.75
2195.12
2536.23
2195.12
2216.75
2195.12
2536.23
2195.12
2195.12
2216.75
2195.12
2195.12
2524.04
1875.00
2611.94
1847.29
2205.88
2205.88
2205.88
2227.72
2205.88
2205.88
2216.75
2195.12
1875.00
2227.72
2205.88
2205.88
1865.67
2216.75
1856.44
2216.75
2195.12
1856.44
2227.72
1856.44
2205.88
1865.67
2216.75
30
13061.80
12845.30
13098.59
12779.33
13088.64
12779.33
13088.64
12779.33
12952.65
13125.00
12923.73
12845.30
12988.83
12988.83
