rpm
100.30
103.92
107.78
111.61
115.52
119.38
123.14
126.93
130.66
134.30
138.00
141.55
145.09
148.42
151.92
155.23
158.49
161.69
164.80
167.77
170.71
173.46
176.15
178.69
181.14
183.44
185.61
187.68
189.62
191.34
192.96
194.42
195.72
196.83
197.80
198.58
199.20
199.65
199.91
200.00
199.90
199.62
199.14
198.48
197.62
196.56
195.33
193.92
192.27
190.44
188.48
186.24
183.86
181.31
178.64
175.74
172.69
169.44
166.07
162.57
158.88
155.08
151.23
147.18
143.15
138.86
134.56
130.11
125.67
121.15
116.54
111.98
107.28
102.54
.15
185.41
182.42
179.20
175.75
172.08
168.21
164.05
159.79
155.31
150.60
145.84
140.91
135.80
130.64
125.35
120.02
114.62
109.18
103.64
98.06
92.94
87.99
83.06
78.23
73.45
68.67
63.98
59.41
54.89
50.60
46.29
42.24
38.23
34.38
30.72
27.24
23.97
20.81
17.90
15.22
12.71
10.39
8.33
6.68
5.28
3.99
2.90
1.99
1.24
0.67
0.27
0.05
0.00
0.13
0.44
0.91
1.58
2.42
3.42
4.60
5.96
7.45
9.13
11.03
13.26
15.79
18.47
21.33
24.35
27.55
31.00
34.47
38.12
41.96
181.98
178.74
175.26
171.52
167.53
163.41
159.02
154.53
149.79
144.95
140.01
134.91
129.68
124.38
119.01
113.65
108.06
102.53
96.96
91.89
86.84
81.80
76.99
72.22
67.38
62.74
58.19
53.77
49.46
45.21
41.10
37.11
33.32
29.68
26.24
22.96
19.92
17.08
14.45
11.98
9.77
8.04
6.46
5.03
3.81
2.74
1.83
1.12
0.58
0.21
0.03
0.02
0.18
0.53
1.06
1.74
2.63
3.69
4.89
6.29
7.84
9.54
11.44
13.81
16.36
19.09
21.95
25.02
28.23
31.66
35.22
38.95
42.72
46.72
50.82
2
63.78
59.24
54.80
50.46
46.18
41.97
37.98
34.17
30.47
26.95
23.62
20.49
17.61
14.88
12.38
10.10
8.05
6.46
5.02
3.79
2.71
1.80
1.10
0.55
0.20
0.02
0.02
0.19
0.55
1.08
1.80
2.69
3.76
5.01
6.41
7.98
9.73
11.61
14.00
16.57
19.33
22.24
25.33
28.66
32.10
35.68
39.39
43.28
47.28
51.37
55.55
59.85
64.17
68.67
73.17
77.86
82.43
87.07
91.82
96.56
101.28
106.39
111.56
116.64
121.60
126.52
131.46
136.25
140.95
145.56
149.99
154.38
158.60
162.68
76
116.80
121.79
126.78
131.62
136.40
141.13
145.74
150.22
154.56
158.80
162.91
166.83
170.59
174.11
177.51
180.70
183.66
186.38
188.91
191.17
193.21
194.99
196.50
197.74
198.72
199.43
199.85
200.00
199.86
199.44
198.71
197.70
196.38
194.80
192.92
190.75
188.32
185.61
182.59
179.39
175.90
172.16
168.19
164.10
159.68
155.16
150.42
145.57
140.58
135.40
130.21
124.86
119.44
113.92
108.40
102.86
97.23
92.14
87.04
82.05
77.18
72.41
67.61
62.92
58.27
53.79
49.46
45.22
41.14
37.17
33.33
29.69
26.21
""
69.53
64.82
60.18
55.69
51.39
47.08
42.90
38.86
35.00
31.33
27.78
24.43
21.24
18.32
15.55
12.97
10.62
8.52
6.87
5.40
4.10
2.97
2.03
1.28
0.69
0.29
0.06
0.00
0.13
0.44
0.92
1.59
2.43
3.47
4.67
6.02
7.55
9.24
11.07
13.39
15.95
18.62
21.54
24.60
27.83
31.22
34.79
38.49
42.35
46.33
50.40
54.61
58.86
63.16
67.67
72.14
76.74
81.27
85.99
90.70
95.47
100.23
105.38
110.54
115.64
120.61
125.60
130.48
135.32
140.06
144.60
149.13
153.53
157.80
3.78
177.19
180.39
183.37
186.15
188.69
191.00
193.04
194.82
196.36
197.63
198.64
199.38
199.83
200.00
199.89
199.49
198.79
197.79
196.51
194.93
193.07
190.94
188.52
185.82
182.83
179.63
176.14
172.42
168.47
164.36
160.01
155.50
150.79
145.94
140.97
135.81
130.58
