rpm
"Tempo: 50.093540 s, Velocidade: 3352.25 RPM"
"Tempo: 50.195747 s, Velocidade: 3349.05 RPM"
"Tempo: 50.297939 s, Velocidade: 3349.58 RPM"
"Tempo: 50.400161 s, Velocidade: 3351.59 RPM"
"Tempo: 50.502361 s, Velocidade: 3352.25 RPM"
"Tempo: 50.604579 s, Velocidade: 3354.53 RPM"
"Tempo: 50.706775 s, Velocidade: 3352.38 RPM"
"Tempo: 50.809013 s, Velocidade: 3356.94 RPM"
"Tempo: 50.911205 s, Velocidade: 3355.45 RPM"
"Tempo: 51.013427 s, Velocidade: 3357.33 RPM"
"Tempo: 51.115646 s, Velocidade: 3360.40 RPM"
"Tempo: 51.217864 s, Velocidade: 3354.66 RPM"
"Tempo: 51.320095 s, Velocidade: 3357.07 RPM"
"Tempo: 51.422302 s, Velocidade: 3357.86 RPM"
"Tempo: 51.524505 s, Velocidade: 3358.12 RPM"
"Tempo: 51.626731 s, Velocidade: 3360.14 RPM"
"Tempo: 51.728954 s, Velocidade: 3360.27 RPM"
"Tempo: 51.831157 s, Velocidade: 3358.12 RPM"
"Tempo: 51.933387 s, Velocidade: 3362.94 RPM"
"Tempo: 52.035629 s, Velocidade: 3356.81 RPM"
"Tempo: 52.137825 s, Velocidade: 3352.38 RPM"
"Tempo: 52.240066 s, Velocidade: 3344.94 RPM"
"Tempo: 52.342281 s, Velocidade: 3337.18 RPM"
"Tempo: 52.444503 s, Velocidade: 3336.79 RPM"
"Tempo: 52.546718 s, Velocidade: 3339.99 RPM"
"Tempo: 52.648925 s, Velocidade: 3343.31 RPM"
"Tempo: 52.751148 s, Velocidade: 3348.53 RPM"
"Tempo: 52.853351 s, Velocidade: 3352.12 RPM"
"Tempo: 52.955558 s, Velocidade: 3351.99 RPM"
"Tempo: 53.057758 s, Velocidade: 3352.25 RPM"
"Tempo: 53.159976 s, Velocidade: 3351.73 RPM"
"Tempo: 53.262176 s, Velocidade: 3349.31 RPM"
"Tempo: 53.364410 s, Velocidade: 3351.07 RPM"
"Tempo: 53.466621 s, Velocidade: 3349.05 RPM"
"Tempo: 53.568817 s, Velocidade: 3349.45 RPM"
"Tempo: 53.671020 s, Velocidade: 3349.18 RPM"
"Tempo: 53.773235 s, Velocidade: 3351.73 RPM"
"Tempo: 53.875446 s, Velocidade: 3351.86 RPM"
"Tempo: 53.977649 s, Velocidade: 3355.19 RPM"
"Tempo: 54.079891 s, Velocidade: 3353.74 RPM"
"Tempo: 54.182094 s, Velocidade: 3355.05 RPM"
"Tempo: 54.284301 s, Velocidade: 3355.05 RPM"
"Tempo: 54.386512 s, Velocidade: 3357.73 RPM"
"Tempo: 54.488739 s, Velocidade: 3357.20 RPM"
"Tempo: 54.590946 s, Velocidade: 3357.86 RPM"
"Tempo: 54.693145 s, Velocidade: 3358.25 RPM"
"Tempo: 54.795345 s, Velocidade: 3355.19 RPM"
"Tempo: 54.897567 s, Velocidade: 3357.33 RPM"
"Tempo: 54.999797 s, Velocidade: 3357.20 RPM"
"Tempo: 55.102012 s, Velocidade: 3357.60 RPM"
