RPM
1820.39
0.00
0.00
0.00
0.00
0.00
0.00
568.18
0.00
0.00
551.47
0.00
539.57
428.57
412.09
426.14
412.09
431.03
815.22
416.67
833.33
828.73
815.22
833.33
824.18
824.18
1222.83
1171.88
785.34
1203.21
1507.54
1153.85
1507.54
1147.96
1507.54
1530.61
1507.54
1875.00
1538.46
1865.67
1893.94
1522.84
1865.67
2216.75
1884.42
1865.67
2227.72
2216.75
2216.75
2238.81
2227.72
2548.54
2227.72
2548.54
2573.53
2560.98
2560.98
2548.54
2870.81
2573.53
2870.81
2870.81
2884.62
2884.62
3276.70
2857.14
3214.29
3214.29
3229.66
3229.66
3245.19
3229.66
3537.74
3537.74
3537.74
3554.50
3873.24
3472.22
3819.44
3819.44
4
1515.15
1492.54
1492.54
1875.00
1500.00
1530.61
1492.54
1500.00
1507.54
1515.15
1865.67
1477.83
1492.54
1492.54
1875.00
1492.54
1492.54
1492.54
1838.24
1500.00
1856.44
1492.54
1838.24
1492.54
1856.44
1500.00
1865.67
1856.44
1507.54
1856.44
1847.29
1856.44
1492.54
1856.44
1847.29
1856.44
1838.24
1847.29
1856.44
2173.91
1838.24
1838.24
1838.24
2195.12
1829.27
2195.12
1838.24
2184.47
2238.81
1820.39
2184.47
2195.12
1847.29
2205.88
2205.88
2184.47
2195.12
2173.91
2195.12
2184.47
2536.23
2184.47
2195.12
2524.04
2195.12
2500.00
2195.12
2488.15
2524.04
2536.23
2511.96
2511.96
2511.96
2536.23
2500.00
2511.96
2830.19
2500.00
.24
1477.83
1838.24
1829.27
1847.29
1485.15
1829.27
1829.27
1485.15
1838.24
1485.15
1829.27
1485.15
1829.27
1500.00
1500.00
1865.67
1492.54
1500.00
1507.54
1838.24
1485.15
1485.15
1492.54
1838.24
1485.15
1477.83
1492.54
1847.29
1492.54
1485.15
1485.15
1865.67
1470.59
1485.15
1477.83
1485.15
1492.54
1485.15
1477.83
1838.24
1485.15
1500.00
1500.00
1507.54
1492.54
1492.54
1500.00
1507.54
1492.54
1485.15
1500.00
1515.15
1485.15
1492.54
1492.54
1500.00
1522.84
1500.00
1522.84
1507.54
1500.00
1515.15
1500.00
1515.15
1507.54
1500.00
1515.15
1500.00
1522.84
1500.00
1515.15
1865.67
1477.83
1507.54
1492.54
1492.54
1492.54
1856.44
.04
2524.04
2524.04
2548.54
2173.91
2500.00
2524.04
2184.47
2195.12
2500.00
2195.12
2524.04
2163.46
2195.12
2163.46
2173.91
2173.91
2173.91
2163.46
2195.12
1829.27
2173.91
2163.46
2173.91
1847.29
2173.91
2163.46
1829.27
2195.12
1820.39
1829.27
2163.46
1829.27
1829.27
1838.24
1820.39
2163.46
1829.27
1829.27
1838.24
1829.27
1829.27
1829.27
1847.29
1477.83
1829.27
1829.27
1829.27
1477.83
1847.29
1485.15
1829.27
1829.27
1477.83
1847.29
1485.15
1485.15
1829.27
1492.54
1492.54
1838.24
1485.15
1477.83
1492.54
1838.24
1477.83
1485.15
1829.27
1492.54
1485.15
1477.83
1838.24
1485.15
1485.15
1477.83
1485.15
1829.27
1477.83
40.37
3169.01
3456.22
3125.00
3169.01
3456.22
3139.53
3139.53
3154.21
3169.01
2803.74
3139.53
3139.53
2816.90
3169.01
2830.19
3125.00
2830.19
2803.74
3125.00
2857.14
2803.74
2816.90
2816.90
2816.90
2500.00
2870.81
2816.90
2500.00
2843.60
2500.00
2857.14
2488.15
2500.00
2511.96
2843.60
2524.04
2184.47
2511.96
2511.96
2511.96
2511.96
2524.04
2195.12
2500.00
2524.04
2184.47
2536.23
2173.91
2173.91
2511.96
2173.91
2173.91
2548.54
2153.11
2163.46
2184.47
2184.47
2195.12
2163.46
2173.91
1829.27
2173.91
2184.47
2173.91
1829.27
2173.91
1829.27
2173.91
1829.27
2163.46
1829.27
1838.24
1838.24
2163.46
1829.27
1829.27
1829.27
1847.29
1829.27
12
3733.03
3767.12
3733.03
3767.12
3733.03
3488.37
3733.03
3456.22
3750.00
3472.22
3440.37
3456.22
3440.37
3784.40
3096.33
3440.37
3456.22
3440.37
3139.53
3440.37
3472.22
3096.33
3125.00
3169.01
3169.01
3139.53
3139.53
3125.00
3154.21
3139.53
2830.19
3110.60
3125.00
2830.19
2816.90
3125.00
2857.14
2790.70
2816.90
2816.90
2816.90
2816.90
2843.60
2488.15
2816.90
2816.90
2488.15
2803.74
2511.96
2488.15
2816.90
2488.15
2488.15
2500.00
2536.23
2511.96
2500.00
2524.04
2524.04
2195.12
2500.00
2511.96
2173.91
2500.00
2184.47
2524.04
2184.47
2173.91
2163.46
2524.04
2205.88
2153.11
2153.11
2163.46
2173.91
2173.91
1829.27
2163.46
7
4035.87
4035.87
4072.40
4090.91
3982.30
4054.05
3801.84
4000.00
3819.44
4109.59
3683.04
3801.84
3750.00
3784.40
3750.00
3784.40
3767.12
3699.55
3472.22
3733.03
3456.22
3750.00
3472.22
3456.22
3784.40
3409.09
3472.22
3424.66
3139.53
